Bornholdt baseline run (lattice or network)
params: {'topology': 'lattice', 'L': 32, 'n': None, 'net_params': {'m': 2, 'k': 4, 'p': 0.1}, 'J': 1.0, 'alpha': 8.0, 'T': 1.5, 'seed': 0, 'n_steps': 20000, 'burn_in': 10000, 'thin': 1, 'eps': 1e-06}
columns: t,M,r,abs_r,C_mean,chartist_frac,fundamentalist_frac
1.232900000000000000e+04,5.078125000000000000e-02,6.190223297601717967e-01,6.190223297601717967e-01,5.078125000000000000e-02,4.746093750000000000e-01,5.253906250000000000e-01
1.233000000000000000e+04,3.320312500000000000e-02,-4.248727688855358231e-01,4.248727688855358231e-01,3.320312500000000000e-02,4.833984375000000000e-01,5.166015625000000000e-01
1.233100000000000000e+04,2.343750000000000000e-02,-3.482941457052772805e-01,3.482941457052772805e-01,2.343750000000000000e-02,4.882812500000000000e-01,5.117187500000000000e-01
1.233200000000000000e+04,4.492187500000000000e-02,6.505671610064749366e-01,6.505671610064749366e-01,4.492187500000000000e-02,4.775390625000000000e-01,5.224609375000000000e-01
1.233300000000000000e+04,6.640625000000000000e-02,3.908591067753626191e-01,3.908591067753626191e-01,6.640625000000000000e-02,4.667968750000000000e-01,5.332031250000000000e-01
1.233400000000000000e+04,7.812500000000000000e-02,1.625166707057088544e-01,1.625166707057088544e-01,7.812500000000000000e-02,4.609375000000000000e-01,5.390625000000000000e-01
1.233500000000000000e+04,8.203125000000000000e-02,4.878955465323864260e-02,4.878955465323864260e-02,8.203125000000000000e-02,4.589843750000000000e-01,5.410156250000000000e-01
1.233600000000000000e+04,8.984375000000000000e-02,9.097071817667945481e-02,9.097071817667945481e-02,8.984375000000000000e-02,4.550781250000000000e-01,5.449218750000000000e-01
1.233700000000000000e+04,7.031250000000000000e-02,-2.451193662847375165e-01,2.451193662847375165e-01,7.031250000000000000e-02,4.648437500000000000e-01,5.351562500000000000e-01
1.233800000000000000e+04,6.640625000000000000e-02,-5.715757725088943531e-02,5.715757725088943531e-02,6.640625000000000000e-02,4.667968750000000000e-01,5.332031250000000000e-01
1.233900000000000000e+04,6.250000000000000000e-02,-6.062368065458034749e-02,6.062368065458034749e-02,6.250000000000000000e-02,4.687500000000000000e-01,5.312500000000000000e-01
1.234000000000000000e+04,1.171875000000000000e-02,-1.673907103751020919e+00,1.673907103751020919e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.234100000000000000e+04,1.171875000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.234200000000000000e+04,0.000000000000000000e+00,-9.369030731845473525e+00,9.369030731845473525e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.234300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.234400000000000000e+04,-1.367187500000000000e-02,9.523169222162414016e+00,9.523169222162414016e+00,1.367187500000000000e-02,4.931640625000000000e-01,5.068359375000000000e-01
1.234500000000000000e+04,-1.757812500000000000e-02,2.512981753693486198e-01,2.512981753693486198e-01,1.757812500000000000e-02,4.912109375000000000e-01,5.087890625000000000e-01
1.234600000000000000e+04,9.765625000000000000e-03,-5.877411574154187690e-01,5.877411574154187690e-01,9.765625000000000000e-03,4.951171875000000000e-01,5.048828125000000000e-01
1.234700000000000000e+04,3.906250000000000000e-03,-9.161371593940410563e-01,9.161371593940410563e-01,3.906250000000000000e-03,4.980468750000000000e-01,5.019531250000000000e-01
1.234800000000000000e+04,4.296875000000000000e-02,2.397662578017246027e+00,2.397662578017246027e+00,4.296875000000000000e-02,4.785156250000000000e-01,5.214843750000000000e-01
1.234900000000000000e+04,6.445312500000000000e-02,4.054573506828536011e-01,4.054573506828536011e-01,6.445312500000000000e-02,4.677734375000000000e-01,5.322265625000000000e-01
1.235000000000000000e+04,5.078125000000000000e-02,-2.384068463623529865e-01,2.384068463623529865e-01,5.078125000000000000e-02,4.746093750000000000e-01,5.253906250000000000e-01
1.235100000000000000e+04,5.664062500000000000e-02,1.091972548677535571e-01,1.091972548677535571e-01,5.664062500000000000e-02,4.716796875000000000e-01,5.283203125000000000e-01
1.235200000000000000e+04,7.617187500000000000e-02,2.962612892455633862e-01,2.962612892455633862e-01,7.617187500000000000e-02,4.619140625000000000e-01,5.380859375000000000e-01
1.235300000000000000e+04,5.273437500000000000e-02,-3.677189454611031749e-01,3.677189454611031749e-01,5.273437500000000000e-02,4.736328125000000000e-01,5.263671875000000000e-01
1.235400000000000000e+04,7.031250000000000000e-02,2.876773317897001192e-01,2.876773317897001192e-01,7.031250000000000000e-02,4.648437500000000000e-01,5.351562500000000000e-01
1.235500000000000000e+04,7.421875000000000000e-02,5.406647274262965652e-02,5.406647274262965652e-02,7.421875000000000000e-02,4.628906250000000000e-01,5.371093750000000000e-01
1.235600000000000000e+04,1.015625000000000000e-01,3.136539313669732820e-01,3.136539313669732820e-01,1.015625000000000000e-01,4.492187500000000000e-01,5.507812500000000000e-01
1.235700000000000000e+04,7.812500000000000000e-02,-2.623613106547835194e-01,2.623613106547835194e-01,7.812500000000000000e-02,4.609375000000000000e-01,5.390625000000000000e-01
1.235800000000000000e+04,9.179687500000000000e-02,1.612662412357277475e-01,1.612662412357277475e-01,9.179687500000000000e-02,4.541015625000000000e-01,5.458984375000000000e-01
1.235900000000000000e+04,6.835937500000000000e-02,-2.947958053138988177e-01,2.947958053138988177e-01,6.835937500000000000e-02,4.658203125000000000e-01,5.341796875000000000e-01
1.236000000000000000e+04,7.812500000000000000e-02,1.335295640781710702e-01,1.335295640781710702e-01,7.812500000000000000e-02,4.609375000000000000e-01,5.390625000000000000e-01
1.236100000000000000e+04,4.296875000000000000e-02,-5.978265282172339212e-01,5.978265282172339212e-01,4.296875000000000000e-02,4.785156250000000000e-01,5.214843750000000000e-01
1.236200000000000000e+04,5.664062500000000000e-02,2.762477591882541716e-01,2.762477591882541716e-01,5.664062500000000000e-02,4.716796875000000000e-01,5.283203125000000000e-01
1.236300000000000000e+04,9.179687500000000000e-02,4.828450102647074971e-01,4.828450102647074971e-01,9.179687500000000000e-02,4.541015625000000000e-01,5.458984375000000000e-01
1.236400000000000000e+04,8.398437500000000000e-02,-8.894647266832533816e-02,8.894647266832533816e-02,8.398437500000000000e-02,4.580078125000000000e-01,5.419921875000000000e-01
1.236500000000000000e+04,5.078125000000000000e-02,-5.030957924641357160e-01,5.030957924641357160e-01,5.078125000000000000e-02,4.746093750000000000e-01,5.253906250000000000e-01
1.236600000000000000e+04,2.734375000000000000e-02,-6.190223297601717967e-01,6.190223297601717967e-01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.236700000000000000e+04,5.273437500000000000e-02,6.567619284123855650e-01,6.567619284123855650e-01,5.273437500000000000e-02,4.736328125000000000e-01,5.263671875000000000e-01
1.236800000000000000e+04,4.296875000000000000e-02,-2.047901029727143829e-01,2.047901029727143829e-01,4.296875000000000000e-02,4.785156250000000000e-01,5.214843750000000000e-01
1.236900000000000000e+04,2.734375000000000000e-02,-4.519718254396711821e-01,4.519718254396711821e-01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.237000000000000000e+04,-3.906250000000000000e-03,-1.945690752577574845e+00,1.945690752577574845e+00,3.906250000000000000e-03,4.980468750000000000e-01,5.019531250000000000e-01
1.237100000000000000e+04,-1.171875000000000000e-02,1.098441651123169827e+00,1.098441651123169827e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.237200000000000000e+04,0.000000000000000000e+00,-9.369030731845473525e+00,9.369030731845473525e+00,1.171875000000000000e-02,4.941406250000000000e-01,5.058593750000000000e-01
1.237300000000000000e+04,2.734375000000000000e-02,1.021627983329987721e+01,1.021627983329987721e+01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.237400000000000000e+04,7.812500000000000000e-03,-1.252671547446522649e+00,1.252671547446522649e+00,7.812500000000000000e-03,4.960937500000000000e-01,5.039062500000000000e-01
1.237500000000000000e+04,5.859375000000000000e-03,-2.876394121557117600e-01,2.876394121557117600e-01,5.859375000000000000e-03,4.970703125000000000e-01,5.029296875000000000e-01
1.237600000000000000e+04,1.562500000000000000e-02,9.807225988590460020e-01,9.807225988590460020e-01,1.562500000000000000e-02,4.921875000000000000e-01,5.078125000000000000e-01
1.237700000000000000e+04,3.906250000000000000e-03,-1.386102391834386438e+00,1.386102391834386438e+00,3.906250000000000000e-03,4.980468750000000000e-01,5.019531250000000000e-01
1.237800000000000000e+04,1.953125000000000000e-02,1.609233143885833606e+00,1.609233143885833606e+00,1.953125000000000000e-02,4.902343750000000000e-01,5.097656250000000000e-01
1.237900000000000000e+04,1.757812500000000000e-02,-1.053548270763737804e-01,1.053548270763737804e-01,1.757812500000000000e-02,4.912109375000000000e-01,5.087890625000000000e-01
1.238000000000000000e+04,1.953125000000000000e-02,1.053548270763737804e-01,1.053548270763737804e-01,1.953125000000000000e-02,4.902343750000000000e-01,5.097656250000000000e-01
1.238100000000000000e+04,1.367187500000000000e-02,-3.566530024457224002e-01,3.566530024457224002e-01,1.367187500000000000e-02,4.931640625000000000e-01,5.068359375000000000e-01
1.238200000000000000e+04,2.734375000000000000e-02,6.931106111374636392e-01,6.931106111374636392e-01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.238300000000000000e+04,4.882812500000000000e-02,5.798024042833764824e-01,5.798024042833764824e-01,4.882812500000000000e-02,4.755859375000000000e-01,5.244140625000000000e-01
1.238400000000000000e+04,2.148437500000000000e-02,-8.209544874887781951e-01,8.209544874887781951e-01,2.148437500000000000e-02,4.892578125000000000e-01,5.107421875000000000e-01
1.238500000000000000e+04,2.343750000000000000e-02,8.700749837476040582e-02,8.700749837476040582e-02,2.343750000000000000e-02,4.882812500000000000e-01,5.117187500000000000e-01
1.238600000000000000e+04,5.859375000000000000e-03,-1.386166374771593102e+00,1.386166374771593102e+00,5.859375000000000000e-03,4.970703125000000000e-01,5.029296875000000000e-01
1.238700000000000000e+04,0.000000000000000000e+00,-8.675968873697643247e+00,8.675968873697643247e+00,5.859375000000000000e-03,4.970703125000000000e-01,5.029296875000000000e-01
1.238800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.859375000000000000e-03,4.970703125000000000e-01,5.029296875000000000e-01
1.238900000000000000e+04,7.812500000000000000e-03,8.963608285853354118e+00,8.963608285853354118e+00,7.812500000000000000e-03,4.960937500000000000e-01,5.039062500000000000e-01
1.239000000000000000e+04,2.929687500000000000e-02,1.321661980924425439e+00,1.321661980924425439e+00,2.929687500000000000e-02,4.853515625000000000e-01,5.146484375000000000e-01
1.239100000000000000e+04,3.906250000000000000e-02,2.876735393733018675e-01,2.876735393733018675e-01,3.906250000000000000e-02,4.804687500000000000e-01,5.195312500000000000e-01
1.239200000000000000e+04,3.906250000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.906250000000000000e-02,4.804687500000000000e-01,5.195312500000000000e-01
1.239300000000000000e+04,5.078125000000000000e-02,2.623583569089671386e-01,2.623583569089671386e-01,5.078125000000000000e-02,4.746093750000000000e-01,5.253906250000000000e-01
1.239400000000000000e+04,8.203125000000000000e-02,4.795655785499719492e-01,4.795655785499719492e-01,8.203125000000000000e-02,4.589843750000000000e-01,5.410156250000000000e-01
1.239500000000000000e+04,8.398437500000000000e-02,2.353021391416376673e-02,2.353021391416376673e-02,8.398437500000000000e-02,4.580078125000000000e-01,5.419921875000000000e-01
1.239600000000000000e+04,1.054687500000000000e-01,2.277815054013876406e-01,2.277815054013876406e-01,1.054687500000000000e-01,4.472656250000000000e-01,5.527343750000000000e-01
1.239700000000000000e+04,1.035156250000000000e-01,-1.869195411798774131e-02,1.869195411798774131e-02,1.035156250000000000e-01,4.482421875000000000e-01,5.517578125000000000e-01
1.239800000000000000e+04,1.347656250000000000e-01,2.638123509767651420e-01,2.638123509767651420e-01,1.347656250000000000e-01,4.326171875000000000e-01,5.673828125000000000e-01
1.239900000000000000e+04,1.406250000000000000e-01,4.255930524229833978e-02,4.255930524229833978e-02,1.406250000000000000e-01,4.296875000000000000e-01,5.703125000000000000e-01
1.240000000000000000e+04,2.363281250000000000e-01,5.191215468908647601e-01,5.191215468908647601e-01,2.363281250000000000e-01,3.818359375000000000e-01,6.181640625000000000e-01
1.240100000000000000e+04,1.347656250000000000e-01,-5.616808521331630999e-01,5.616808521331630999e-01,1.347656250000000000e-01,4.326171875000000000e-01,5.673828125000000000e-01
1.240200000000000000e+04,1.484375000000000000e-01,9.662615224615955789e-02,9.662615224615955789e-02,1.484375000000000000e-01,4.257812500000000000e-01,5.742187500000000000e-01
1.240300000000000000e+04,1.171875000000000000e-01,-2.363869815867187807e-01,2.363869815867187807e-01,1.171875000000000000e-01,4.414062500000000000e-01,5.585937500000000000e-01
1.240400000000000000e+04,4.882812500000000000e-02,-8.754567908605368487e-01,8.754567908605368487e-01,4.882812500000000000e-02,4.755859375000000000e-01,5.244140625000000000e-01
1.240500000000000000e+04,2.343750000000000000e-02,-7.339469891140177893e-01,7.339469891140177893e-01,2.343750000000000000e-02,4.882812500000000000e-01,5.117187500000000000e-01
1.240600000000000000e+04,3.320312500000000000e-02,3.482941457052772805e-01,3.482941457052772805e-01,3.320312500000000000e-02,4.833984375000000000e-01,5.166015625000000000e-01
1.240700000000000000e+04,5.273437500000000000e-02,4.626123675377495914e-01,4.626123675377495914e-01,5.273437500000000000e-02,4.736328125000000000e-01,5.263671875000000000e-01
1.240800000000000000e+04,7.812500000000000000e-02,3.930364252445195383e-01,3.930364252445195383e-01,7.812500000000000000e-02,4.609375000000000000e-01,5.390625000000000000e-01
1.240900000000000000e+04,4.882812500000000000e-02,-4.699959493735286209e-01,4.699959493735286209e-01,4.882812500000000000e-02,4.755859375000000000e-01,5.244140625000000000e-01
1.241000000000000000e+04,9.179687500000000000e-02,6.312621906092563684e-01,6.312621906092563684e-01,9.179687500000000000e-02,4.541015625000000000e-01,5.458984375000000000e-01
1.241100000000000000e+04,4.101562500000000000e-02,-8.056116768891512514e-01,8.056116768891512514e-01,4.101562500000000000e-02,4.794921875000000000e-01,5.205078125000000000e-01
1.241200000000000000e+04,2.343750000000000000e-02,-5.595975028341229063e-01,5.595975028341229063e-01,2.343750000000000000e-02,4.882812500000000000e-01,5.117187500000000000e-01
1.241300000000000000e+04,6.445312500000000000e-02,1.011573760953166090e+00,1.011573760953166090e+00,6.445312500000000000e-02,4.677734375000000000e-01,5.322265625000000000e-01
1.241400000000000000e+04,8.593750000000000000e-02,2.876781937165588943e-01,2.876781937165588943e-01,8.593750000000000000e-02,4.570312500000000000e-01,5.429687500000000000e-01
1.241500000000000000e+04,1.210937500000000000e-01,3.429413728613144308e-01,3.429413728613144308e-01,1.210937500000000000e-01,4.394531250000000000e-01,5.605468750000000000e-01
1.241600000000000000e+04,1.308593750000000000e-01,7.755761807730277013e-02,7.755761807730277013e-02,1.308593750000000000e-01,4.345703125000000000e-01,5.654296875000000000e-01
1.241700000000000000e+04,2.128906250000000000e-01,4.866523183130053720e-01,4.866523183130053720e-01,2.128906250000000000e-01,3.935546875000000000e-01,6.064453125000000000e-01
1.241800000000000000e+04,1.972656250000000000e-01,-7.622699333047688874e-02,7.622699333047688874e-02,1.972656250000000000e-01,4.013671875000000000e-01,5.986328125000000000e-01
1.241900000000000000e+04,1.757812500000000000e-01,-1.153102269323689200e-01,1.153102269323689200e-01,1.757812500000000000e-01,4.121093750000000000e-01,5.878906250000000000e-01
1.242000000000000000e+04,1.601562500000000000e-01,-9.308986805577323942e-02,9.308986805577323942e-02,1.601562500000000000e-01,4.199218750000000000e-01,5.800781250000000000e-01
1.242100000000000000e+04,1.113281250000000000e-01,-3.636652408968503725e-01,3.636652408968503725e-01,1.113281250000000000e-01,4.443359375000000000e-01,5.556640625000000000e-01
1.242200000000000000e+04,1.269531250000000000e-01,1.313348965373424271e-01,1.313348965373424271e-01,1.269531250000000000e-01,4.365234375000000000e-01,5.634765625000000000e-01
1.242300000000000000e+04,1.386718750000000000e-01,8.829194149522900936e-02,8.829194149522900936e-02,1.386718750000000000e-01,4.306640625000000000e-01,5.693359375000000000e-01
1.242400000000000000e+04,2.148437500000000000e-01,4.377979320441183209e-01,4.377979320441183209e-01,2.148437500000000000e-01,3.925781250000000000e-01,6.074218750000000000e-01
1.242500000000000000e+04,1.582031250000000000e-01,-3.060295446869225611e-01,3.060295446869225611e-01,1.582031250000000000e-01,4.208984375000000000e-01,5.791015625000000000e-01
1.242600000000000000e+04,1.425781250000000000e-01,-1.039890208176903474e-01,1.039890208176903474e-01,1.425781250000000000e-01,4.287109375000000000e-01,5.712890625000000000e-01
1.242700000000000000e+04,9.960937500000000000e-02,-3.586307829328059249e-01,3.586307829328059249e-01,9.960937500000000000e-02,4.501953125000000000e-01,5.498046875000000000e-01
1.242800000000000000e+04,8.007812500000000000e-02,-2.182511174584056413e-01,2.182511174584056413e-01,8.007812500000000000e-02,4.599609375000000000e-01,5.400390625000000000e-01
1.242900000000000000e+04,8.984375000000000000e-02,1.150679724307210883e-01,1.150679724307210883e-01,8.984375000000000000e-02,4.550781250000000000e-01,5.449218750000000000e-01
1.243000000000000000e+04,8.984375000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.984375000000000000e-02,4.550781250000000000e-01,5.449218750000000000e-01
1.243100000000000000e+04,7.031250000000000000e-02,-2.451193662847375165e-01,2.451193662847375165e-01,7.031250000000000000e-02,4.648437500000000000e-01,5.351562500000000000e-01
1.243200000000000000e+04,6.250000000000000000e-02,-1.177812579054697828e-01,1.177812579054697828e-01,6.250000000000000000e-02,4.687500000000000000e-01,5.312500000000000000e-01
1.243300000000000000e+04,2.734375000000000000e-02,-8.266580022966159014e-01,8.266580022966159014e-01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.243400000000000000e+04,1.953125000000000000e-02,-3.364576086917412390e-01,3.364576086917412390e-01,1.953125000000000000e-02,4.902343750000000000e-01,5.097656250000000000e-01
1.243500000000000000e+04,-4.101562500000000000e-02,7.419105266952228384e-01,7.419105266952228384e-01,4.101562500000000000e-02,4.794921875000000000e-01,5.205078125000000000e-01
1.243600000000000000e+04,-2.734375000000000000e-02,-4.054529180034815994e-01,4.054529180034815994e-01,2.734375000000000000e-02,4.863281250000000000e-01,5.136718750000000000e-01
1.243700000000000000e+04,-5.468750000000000000e-02,6.931288953471961278e-01,6.931288953471961278e-01,5.468750000000000000e-02,4.726562500000000000e-01,5.273437500000000000e-01
1.243800000000000000e+04,-5.664062500000000000e-02,3.509068928072922589e-02,3.509068928072922589e-02,5.664062500000000000e-02,4.716796875000000000e-01,5.283203125000000000e-01
1.243900000000000000e+04,-8.007812500000000000e-02,3.462710694281767587e-01,3.462710694281767587e-01,8.007812500000000000e-02,4.599609375000000000e-01,5.400390625000000000e-01
1.244000000000000000e+04,-8.789062500000000000e-02,9.308931305215706331e-02,9.308931305215706331e-02,8.789062500000000000e-02,4.560546875000000000e-01,5.439453125000000000e-01
1.244100000000000000e+04,-8.789062500000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.789062500000000000e-02,4.560546875000000000e-01,5.439453125000000000e-01
1.244200000000000000e+04,-1.054687500000000000e-01,1.823196605174359775e-01,1.823196605174359775e-01,1.054687500000000000e-01,4.472656250000000000e-01,5.527343750000000000e-01
1.244300000000000000e+04,-1.074218750000000000e-01,1.834896627924376133e-02,1.834896627924376133e-02,1.074218750000000000e-01,4.462890625000000000e-01,5.537109375000000000e-01
1.244400000000000000e+04,-9.960937500000000000e-02,-7.550682239043116084e-02,7.550682239043116084e-02,9.960937500000000000e-02,4.501953125000000000e-01,5.498046875000000000e-01
1.244500000000000000e+04,-1.582031250000000000e-01,4.626198037504962723e-01,4.626198037504962723e-01,1.582031250000000000e-01,4.208984375000000000e-01,5.791015625000000000e-01
1.244600000000000000e+04,-1.425781250000000000e-01,-1.039890208176903474e-01,1.039890208176903474e-01,1.425781250000000000e-01,4.287109375000000000e-01,5.712890625000000000e-01
1.244700000000000000e+04,-1.699218750000000000e-01,1.754475488723126197e-01,1.754475488723126197e-01,1.699218750000000000e-01,4.150390625000000000e-01,5.849609375000000000e-01
1.244800000000000000e+04,-1.250000000000000000e-01,-3.070229203670660212e-01,3.070229203670660212e-01,1.250000000000000000e-01,4.375000000000000000e-01,5.625000000000000000e-01
1.244900000000000000e+04,-1.738281250000000000e-01,3.297510391969091792e-01,3.297510391969091792e-01,1.738281250000000000e-01,4.130859375000000000e-01,5.869140625000000000e-01
1.245000000000000000e+04,-1.269531250000000000e-01,-3.142469757368901995e-01,3.142469757368901995e-01,1.269531250000000000e-01,4.365234375000000000e-01,5.634765625000000000e-01
1.245100000000000000e+04,-9.570312500000000000e-02,-2.825643997520628226e-01,2.825643997520628226e-01,9.570312500000000000e-02,4.521484375000000000e-01,5.478515625000000000e-01
1.245200000000000000e+04,-1.328125000000000000e-01,3.276844875238973387e-01,3.276844875238973387e-01,1.328125000000000000e-01,4.335937500000000000e-01,5.664062500000000000e-01
1.245300000000000000e+04,-1.562500000000000000e-01,1.625178000938760636e-01,1.625178000938760636e-01,1.562500000000000000e-01,4.218750000000000000e-01,5.781250000000000000e-01
1.245400000000000000e+04,-1.757812500000000000e-01,1.177823245495706050e-01,1.177823245495706050e-01,1.757812500000000000e-01,4.121093750000000000e-01,5.878906250000000000e-01
1.245500000000000000e+04,-1.914062500000000000e-01,8.515734394374807614e-02,8.515734394374807614e-02,1.914062500000000000e-01,4.042968750000000000e-01,5.957031250000000000e-01
1.245600000000000000e+04,-1.542968750000000000e-01,-2.155183696880422772e-01,2.155183696880422772e-01,1.542968750000000000e-01,4.228515625000000000e-01,5.771484375000000000e-01
1.245700000000000000e+04,-1.953125000000000000e-01,2.357209725163060821e-01,2.357209725163060821e-01,1.953125000000000000e-01,4.023437500000000000e-01,5.976562500000000000e-01
1.245800000000000000e+04,-1.113281250000000000e-01,-5.621150557246354929e-01,5.621150557246354929e-01,1.113281250000000000e-01,4.443359375000000000e-01,5.556640625000000000e-01
1.245900000000000000e+04,-1.621093750000000000e-01,3.757865262019219887e-01,3.757865262019219887e-01,1.621093750000000000e-01,4.189453125000000000e-01,5.810546875000000000e-01
1.246000000000000000e+04,-2.480468750000000000e-01,4.253443414942572609e-01,4.253443414942572609e-01,2.480468750000000000e-01,3.759765625000000000e-01,6.240234375000000000e-01
1.246100000000000000e+04,-1.601562500000000000e-01,-4.374656267993288772e-01,4.374656267993288772e-01,1.601562500000000000e-01,4.199218750000000000e-01,5.800781250000000000e-01
1.246200000000000000e+04,-1.328125000000000000e-01,-1.872102565876734293e-01,1.872102565876734293e-01,1.328125000000000000e-01,4.335937500000000000e-01,5.664062500000000000e-01
1.246300000000000000e+04,-1.718750000000000000e-01,2.578273980835734669e-01,2.578273980835734669e-01,1.718750000000000000e-01,4.140625000000000000e-01,5.859375000000000000e-01
1.246400000000000000e+04,-2.187500000000000000e-01,2.411608100701179147e-01,2.411608100701179147e-01,2.187500000000000000e-01,3.906250000000000000e-01,6.093750000000000000e-01
1.246500000000000000e+04,-2.050781250000000000e-01,-6.453821637710599468e-02,6.453821637710599468e-02,2.050781250000000000e-01,3.974609375000000000e-01,6.025390625000000000e-01
1.246600000000000000e+04,-2.187500000000000000e-01,6.453821637710599468e-02,6.453821637710599468e-02,2.187500000000000000e-01,3.906250000000000000e-01,6.093750000000000000e-01
1.246700000000000000e+04,-1.035156250000000000e-01,-7.482018688303977427e-01,7.482018688303977427e-01,1.035156250000000000e-01,4.482421875000000000e-01,5.517578125000000000e-01
1.246800000000000000e+04,-1.269531250000000000e-01,2.040935729048718450e-01,2.040935729048718450e-01,1.269531250000000000e-01,4.365234375000000000e-01,5.634765625000000000e-01
1.246900000000000000e+04,-2.207031250000000000e-01,5.529972028878360479e-01,5.529972028878360479e-01,2.207031250000000000e-01,3.896484375000000000e-01,6.103515625000000000e-01
1.247000000000000000e+04,-1.992187500000000000e-01,-1.024145167960111014e-01,1.024145167960111014e-01,1.992187500000000000e-01,4.003906250000000000e-01,5.996093750000000000e-01
1.247100000000000000e+04,-1.562500000000000000e-01,-2.429447982261143668e-01,2.429447982261143668e-01,1.562500000000000000e-01,4.218750000000000000e-01,5.781250000000000000e-01
1.247200000000000000e+04,-1.582031250000000000e-01,1.242244098671418939e-02,1.242244098671418939e-02,1.582031250000000000e-01,4.208984375000000000e-01,5.791015625000000000e-01
1.247300000000000000e+04,-1.699218750000000000e-01,7.145852805462227231e-02,7.145852805462227231e-02,1.699218750000000000e-01,4.150390625000000000e-01,5.849609375000000000e-01
1.247400000000000000e+04,-7.421875000000000000e-02,-8.283143703749109577e-01,8.283143703749109577e-01,7.421875000000000000e-02,4.628906250000000000e-01,5.371093750000000000e-01
1.247500000000000000e+04,-1.445312500000000000e-01,6.664723787793258580e-01,6.664723787793258580e-01,1.445312500000000000e-01,4.277343750000000000e-01,5.722656250000000000e-01
1.247600000000000000e+04,-1.757812500000000000e-01,1.957433471038192430e-01,1.957433471038192430e-01,1.757812500000000000e-01,4.121093750000000000e-01,5.878906250000000000e-01
1.247700000000000000e+04,-2.128906250000000000e-01,1.915372202628458087e-01,1.915372202628458087e-01,2.128906250000000000e-01,3.935546875000000000e-01,6.064453125000000000e-01
1.247800000000000000e+04,-1.640625000000000000e-01,-2.605296854029850451e-01,2.605296854029850451e-01,1.640625000000000000e-01,4.179687500000000000e-01,5.820312500000000000e-01
1.247900000000000000e+04,-1.503906250000000000e-01,-8.701082288060657532e-02,8.701082288060657532e-02,1.503906250000000000e-01,4.248046875000000000e-01,5.751953125000000000e-01
1.248000000000000000e+04,-1.582031250000000000e-01,5.064340445788939604e-02,5.064340445788939604e-02,1.582031250000000000e-01,4.208984375000000000e-01,5.791015625000000000e-01
1.248100000000000000e+04,-1.191406250000000000e-01,-2.835732180594063845e-01,2.835732180594063845e-01,1.191406250000000000e-01,4.404296875000000000e-01,5.595703125000000000e-01
1.248200000000000000e+04,-1.796875000000000000e-01,4.109118846702364269e-01,4.109118846702364269e-01,1.796875000000000000e-01,4.101562500000000000e-01,5.898437500000000000e-01
1.248300000000000000e+04,-1.992187500000000000e-01,1.031836906285701350e-01,1.031836906285701350e-01,1.992187500000000000e-01,4.003906250000000000e-01,5.996093750000000000e-01
1.248400000000000000e+04,-1.503906250000000000e-01,-2.811657616972895735e-01,2.811657616972895735e-01,1.503906250000000000e-01,4.248046875000000000e-01,5.751953125000000000e-01
1.248500000000000000e+04,-1.738281250000000000e-01,1.448300513423548264e-01,1.448300513423548264e-01,1.738281250000000000e-01,4.130859375000000000e-01,5.869140625000000000e-01
1.248600000000000000e+04,-1.269531250000000000e-01,-3.142469757368901995e-01,3.142469757368901995e-01,1.269531250000000000e-01,4.365234375000000000e-01,5.634765625000000000e-01
1.248700000000000000e+04,-1.835937500000000000e-01,3.689050822759896153e-01,3.689050822759896153e-01,1.835937500000000000e-01,4.082031250000000000e-01,5.917968750000000000e-01
1.248800000000000000e+04,-1.972656250000000000e-01,7.182535707166048944e-02,7.182535707166048944e-02,1.972656250000000000e-01,4.013671875000000000e-01,5.986328125000000000e-01
1.248900000000000000e+04,-1.582031250000000000e-01,-2.206701104952253356e-01,2.206701104952253356e-01,1.582031250000000000e-01,4.208984375000000000e-01,5.791015625000000000e-01
1.249000000000000000e+04,-1.152343750000000000e-01,-3.169093538059482018e-01,3.169093538059482018e-01,1.152343750000000000e-01,4.423828125000000000e-01,5.576171875000000000e-01
