# Bornholdt2D heterogeneous-alpha run
# params: L=32, J=1.0, T=1.5, seed=0, alpha_mean=8.0, alpha_std=2.0, alpha_min=1e-06, steps=50000, burn_in=10000, thin=1, eps=1e-06
t,M,r,abs_r,C_mean,chartist_frac,fundamentalist_frac
10001,-0.154296875,nan,nan,0.154296875,0.4228515625,0.5771484375
10002,-0.12890625,-0.1797918338865847,0.1797918338865847,0.12890625,0.435546875,0.564453125
10003,-0.13671875,0.058840056736230606,0.058840056736230606,0.13671875,0.431640625,0.568359375
10004,-0.177734375,0.26236257656632445,0.26236257656632445,0.177734375,0.4111328125,0.5888671875
10005,-0.15234375,-0.1541497421040361,0.1541497421040361,0.15234375,0.423828125,0.576171875
10006,-0.119140625,-0.24583313318990285,0.24583313318990285,0.119140625,0.4404296875,0.5595703125
10007,-0.072265625,-0.49995050719438927,0.49995050719438927,0.072265625,0.4638671875,0.5361328125
10008,-0.091796875,0.23922674488142448,0.23922674488142448,0.091796875,0.4541015625,0.5458984375
10009,-0.03125,-1.0775377735399525,1.0775377735399525,0.03125,0.484375,0.515625
10010,0.009765625,-1.1630804145362141,1.1630804145362141,-0.037109375,0.5185546875,0.4814453125
10011,0.029296875,1.0985440266614366,1.0985440266614366,0.029296875,0.4853515625,0.5146484375
10012,0.017578125,-0.5108028692460178,0.5108028692460178,0.017578125,0.4912109375,0.5087890625
10013,0.0,-9.774467397531762,9.774467397531762,-0.009765625,0.5048828125,0.4951171875
10014,0.009765625,9.186726240116343,9.186726240116343,0.009765625,0.4951171875,0.5048828125
10015,-0.013671875,0.33644298204607015,0.33644298204607015,0.01953125,0.490234375,0.509765625
10016,0.017578125,0.2512981753693486,0.2512981753693486,-0.0078125,0.50390625,0.49609375
10017,0.01953125,0.10535482707637378,0.10535482707637378,0.01953125,0.490234375,0.509765625
10018,0.0546875,1.0295865040389374,1.0295865040389374,0.0546875,0.47265625,0.52734375
10019,0.03515625,-0.4418225937862341,0.4418225937862341,0.03515625,0.482421875,0.517578125
10020,0.033203125,-0.057156740686326035,0.057156740686326035,0.033203125,0.4833984375,0.5166015625
10021,0.029296875,-0.12515912739673318,0.12515912739673318,0.029296875,0.4853515625,0.5146484375
10022,0.04296875,0.3829813919617684,0.3829813919617684,0.04296875,0.478515625,0.521484375
10023,0.099609375,0.8407699460748366,0.8407699460748366,0.099609375,0.4501953125,0.5498046875
10024,0.10546875,0.0571578561111874,0.0571578561111874,0.10546875,0.447265625,0.552734375
10025,0.09765625,-0.07696028262508925,0.07696028262508925,0.09765625,0.451171875,0.548828125
10026,0.125,0.24685783795195437,0.24685783795195437,0.125,0.4375,0.5625
10027,0.111328125,-0.11583083307732345,0.11583083307732345,0.111328125,0.4443359375,0.5556640625
10028,0.12109375,0.08408239282516128,0.08408239282516128,0.12109375,0.439453125,0.560546875
10029,0.150390625,0.21666942810671652,0.21666942810671652,0.150390625,0.4248046875,0.5751953125
10030,0.09375,-0.4726003936645575,0.4726003936645575,0.09375,0.453125,0.546875
10031,0.19140625,0.7137610256290514,0.7137610256290514,0.19140625,0.404296875,0.595703125
10032,0.138671875,-0.32228561486380025,0.32228561486380025,0.138671875,0.4306640625,0.5693359375
10033,0.173828125,0.2259550342416612,0.2259550342416612,0.173828125,0.4130859375,0.5869140625
10034,0.091796875,-0.6384836272568366,0.6384836272568366,0.091796875,0.4541015625,0.5458984375
10035,0.1015625,0.10109506941905577,0.10109506941905577,0.1015625,0.44921875,0.55078125
10036,0.09765625,-0.03922031931108272,0.03922031931108272,0.09765625,0.451171875,0.548828125
10037,0.09375,-0.0408215678580488,0.0408215678580488,0.09375,0.453125,0.546875
10038,0.099609375,0.06062399437195065,0.06062399437195065,0.099609375,0.4501953125,0.5498046875
10039,0.1015625,0.01941789279718087,0.01941789279718087,0.1015625,0.44921875,0.55078125
10040,0.13671875,0.2972489916215235,0.2972489916215235,0.13671875,0.431640625,0.568359375
10041,0.115234375,-0.17095643447415632,0.17095643447415632,0.115234375,0.4423828125,0.5576171875
10042,0.08984375,-0.24889359497223262,0.24889359497223262,0.08984375,0.455078125,0.544921875
10043,0.08984375,0.0,0.0,0.08984375,0.455078125,0.544921875
10044,0.0,-11.4058384597867,11.4058384597867,0.001953125,0.4990234375,0.5009765625
10045,-0.0234375,10.062135248469236,10.062135248469236,0.00390625,0.498046875,0.501953125
10046,-0.056640625,0.8823641694585667,0.8823641694585667,0.056640625,0.4716796875,0.5283203125
10047,-0.048828125,-0.14841718034454887,0.14841718034454887,0.048828125,0.4755859375,0.5244140625
10048,-0.078125,0.4699959493735286,0.4699959493735286,0.078125,0.4609375,0.5390625
10049,-0.087890625,0.11778161345135407,0.11778161345135407,0.087890625,0.4560546875,0.5439453125
10050,-0.099609375,0.12516180440624858,0.12516180440624858,0.099609375,0.4501953125,0.5498046875
10051,-0.119140625,0.1790465856910899,0.1790465856910899,0.119140625,0.4404296875,0.5595703125
10052,-0.083984375,-0.34967023498129013,0.34967023498129013,0.083984375,0.4580078125,0.5419921875
10053,-0.08984375,0.06744050426251569,0.06744050426251569,0.08984375,0.455078125,0.544921875
10054,-0.06640625,-0.30227694353562695,0.30227694353562695,0.06640625,0.466796875,0.533203125
10055,-0.080078125,0.18720897110490586,0.18720897110490586,0.080078125,0.4599609375,0.5400390625
10056,-0.060546875,-0.27958083395342515,0.27958083395342515,0.060546875,0.4697265625,0.5302734375
10057,-0.009765625,-1.8244634132862108,1.8244634132862108,0.009765625,0.4951171875,0.5048828125
10058,0.021484375,0.7884015099781321,0.7884015099781321,-0.005859375,0.5029296875,0.4970703125
10059,0.0,-9.975127750094476,9.975127750094476,-0.001953125,0.5009765625,0.4990234375
10060,0.017578125,9.774467397531762,9.774467397531762,0.021484375,0.4892578125,0.5107421875
10061,0.02734375,0.441812435768115,0.441812435768115,0.02734375,0.486328125,0.513671875
10062,0.0234375,-0.1541445848306413,0.1541445848306413,0.0234375,0.48828125,0.51171875
10063,0.03125,0.28767140618332165,0.28767140618332165,0.03125,0.484375,0.515625
10064,0.044921875,0.3628957548231533,0.3628957548231533,0.044921875,0.4775390625,0.5224609375
10065,0.0390625,-0.13975860332462897,0.13975860332462897,0.0390625,0.48046875,0.51953125
10066,0.02734375,-0.35666397285120466,0.35666397285120466,0.02734375,0.486328125,0.513671875
10067,0.037109375,0.3053720257966761,0.3053720257966761,0.037109375,0.4814453125,0.5185546875
10068,0.021484375,-0.5465241090020778,0.5465241090020778,0.021484375,0.4892578125,0.5107421875
10069,0.0390625,0.5978160560566064,0.5978160560566064,0.0390625,0.48046875,0.51953125
10070,0.076171875,0.6678169010222841,0.6678169010222841,0.076171875,0.4619140625,0.5380859375
10071,0.041015625,-0.6190279558700071,0.6190279558700071,0.041015625,0.4794921875,0.5205078125
10072,0.015625,-0.96504127874667,0.96504127874667,0.015625,0.4921875,0.5078125
10073,0.03515625,0.8108946623041504,0.8108946623041504,0.03515625,0.482421875,0.517578125
10074,0.052734375,0.40545562685142356,0.40545562685142356,0.052734375,0.4736328125,0.5263671875
10075,0.060546875,0.1381478916902914,0.1381478916902914,0.060546875,0.4697265625,0.5302734375
10076,0.06640625,0.09237186284851928,0.09237186284851928,0.06640625,0.466796875,0.533203125
10077,0.130859375,0.6783246778265046,0.6783246778265046,0.130859375,0.4345703125,0.5654296875
10078,0.130859375,0.0,0.0,0.130859375,0.4345703125,0.5654296875
10079,0.1484375,0.12603981595293123,0.12603981595293123,0.1484375,0.42578125,0.57421875
10080,0.103515625,-0.3604385032229247,0.3604385032229247,0.103515625,0.4482421875,0.5517578125
10081,0.123046875,0.17284127945981664,0.17284127945981664,0.123046875,0.4384765625,0.5615234375
10082,0.0546875,-0.8109200576203279,0.8109200576203279,0.0546875,0.47265625,0.52734375
10083,0.083984375,0.4289892268771114,0.4289892268771114,0.083984375,0.4580078125,0.5419921875
10084,0.076171875,-0.09763724835081877,0.09763724835081877,0.076171875,0.4619140625,0.5380859375
10085,0.07421875,-0.0259751409287734,0.0259751409287734,0.07421875,0.462890625,0.537109375
10086,0.07421875,0.0,0.0,0.07421875,0.462890625,0.537109375
10087,0.0546875,-0.3053768375975192,0.3053768375975192,0.0546875,0.47265625,0.52734375
