t,M,r,abs_r,C_mean,chartist_frac,fundamentalist_frac
2259,-0.287109375,0.18641082832010603,0.18641082832010603,0.287109375,0.3564453125,0.6435546875
2260,-0.228515625,-0.22825775890931066,0.22825775890931066,0.228515625,0.3857421875,0.6142578125
2261,-0.294921875,0.25510491668109525,0.25510491668109525,0.294921875,0.3525390625,0.6474609375
2262,-0.220703125,-0.2898908778621254,0.2898908778621254,0.220703125,0.3896484375,0.6103515625
2263,-0.26953125,0.1998650456197224,0.1998650456197224,0.26953125,0.365234375,0.634765625
2264,-0.244140625,-0.09893956200133691,0.09893956200133691,0.244140625,0.3779296875,0.6220703125
2265,-0.283203125,0.14841944015491038,0.14841944015491038,0.283203125,0.3583984375,0.6416015625
2266,-0.25390625,-0.10919888453945803,0.10919888453945803,0.25390625,0.373046875,0.626953125
2267,-0.28515625,0.11607173964213757,0.11607173964213757,0.28515625,0.357421875,0.642578125
2268,-0.24609375,-0.14732415811621702,0.14732415811621702,0.24609375,0.376953125,0.623046875
2269,-0.291015625,0.16766377174588043,0.16766377174588043,0.291015625,0.3544921875,0.6455078125
2270,-0.193359375,-0.4088247203427775,0.4088247203427775,0.193359375,0.4033203125,0.5966796875
2271,-0.287109375,0.3953110479274795,0.3953110479274795,0.287109375,0.3564453125,0.6435546875
2272,-0.251953125,-0.1306196964198243,0.1306196964198243,0.251953125,0.3740234375,0.6259765625
2273,-0.220703125,-0.13242402367051653,0.13242402367051653,0.220703125,0.3896484375,0.6103515625
2274,-0.267578125,0.19259231337189164,0.19259231337189164,0.267578125,0.3662109375,0.6337890625
2275,-0.22265625,-0.1837817234349386,0.1837817234349386,0.22265625,0.388671875,0.611328125
2276,-0.271484375,0.19827467696466505,0.19827467696466505,0.271484375,0.3642578125,0.6357421875
2277,-0.236328125,-0.13868283958439775,0.13868283958439775,0.236328125,0.3818359375,0.6181640625
2278,-0.302734375,0.24763364314685,0.24763364314685,0.302734375,0.3486328125,0.6513671875
2279,-0.2421875,-0.22314272551082692,0.22314272551082692,0.2421875,0.37890625,0.62109375
2280,-0.296875,0.2035981946328853,0.2035981946328853,0.296875,0.3515625,0.6484375
2281,-0.22265625,-0.2876809496491757,0.2876809496491757,0.22265625,0.388671875,0.611328125
2282,-0.251953125,0.12361343373356348,0.12361343373356348,0.251953125,0.3740234375,0.6259765625
2283,-0.2578125,0.02298942802068349,0.02298942802068349,0.2578125,0.37109375,0.62890625
2284,-0.1953125,-0.277630495391743,0.277630495391743,0.1953125,0.40234375,0.59765625
2285,-0.271484375,0.3293023106021611,0.3293023106021611,0.271484375,0.3642578125,0.6357421875
2286,-0.22265625,-0.19827467696466505,0.19827467696466505,0.22265625,0.388671875,0.611328125
2287,-0.232421875,0.04292485601080176,0.04292485601080176,0.232421875,0.3837890625,0.6162109375
2288,-0.26953125,0.1481295996719676,0.1481295996719676,0.26953125,0.365234375,0.634765625
2289,-0.248046875,-0.08306627734872163,0.08306627734872163,0.248046875,0.3759765625,0.6240234375
2290,-0.255859375,0.031010113643932247,0.031010113643932247,0.255859375,0.3720703125,0.6279296875
2291,-0.2421875,-0.054915536961689604,0.054915536961689604,0.2421875,0.37890625,0.62109375
2292,-0.25,0.03174856928284653,0.03174856928284653,0.25,0.375,0.625
2293,-0.263671875,0.05324430711221306,0.05324430711221306,0.263671875,0.3681640625,0.6318359375
2294,-0.2578125,-0.022472769657102987,0.022472769657102987,0.2578125,0.37109375,0.62890625
2295,-0.2578125,0.0,0.0,0.2578125,0.37109375,0.62890625
2296,-0.267578125,0.03717886168069162,0.03717886168069162,0.267578125,0.3662109375,0.6337890625
2297,-0.220703125,-0.19259231337189164,0.19259231337189164,0.220703125,0.3896484375,0.6103515625
2298,-0.267578125,0.19259231337189164,0.19259231337189164,0.267578125,0.3662109375,0.6337890625
2299,-0.283203125,0.056752610401404224,0.056752610401404224,0.283203125,0.3583984375,0.6416015625
2300,-0.1875,-0.41238374866187555,0.41238374866187555,0.1875,0.40625,0.59375
2301,-0.291015625,0.4395962173942185,0.4395962173942185,0.291015625,0.3544921875,0.6455078125
2302,-0.208984375,-0.33111612268397916,0.33111612268397916,0.208984375,0.3955078125,0.6044921875
2303,-0.3046875,0.37702566979824637,0.37702566979824637,0.3046875,0.34765625,0.65234375
2304,-0.275390625,-0.10109576771818407,0.10109576771818407,0.275390625,0.3623046875,0.6376953125
2305,-0.236328125,-0.1529687445845016,0.1529687445845016,0.236328125,0.3818359375,0.6181640625
2306,-0.2421875,0.02449091763602307,0.02449091763602307,0.2421875,0.37890625,0.62109375
2307,-0.287109375,0.1701503751370974,0.1701503751370974,0.287109375,0.3564453125,0.6435546875
2308,-0.248046875,-0.14624495181934005,0.14624495181934005,0.248046875,0.3759765625,0.6240234375
2309,-0.275390625,0.10457240363072118,0.10457240363072118,0.275390625,0.3623046875,0.6376953125
2310,-0.265625,-0.03610487114240124,0.03610487114240124,0.265625,0.3671875,0.6328125
2311,-0.240234375,-0.1004701324694679,0.1004701324694679,0.240234375,0.3798828125,0.6201171875
2312,-0.2109375,-0.13005255011165673,0.13005255011165673,0.2109375,0.39453125,0.60546875
2313,-0.248046875,0.1620551500928047,0.1620551500928047,0.248046875,0.3759765625,0.6240234375
2314,-0.255859375,0.031010113643932247,0.031010113643932247,0.255859375,0.3720703125,0.6279296875
2315,-0.205078125,-0.22123600525434917,0.22123600525434917,0.205078125,0.3974609375,0.6025390625
2316,-0.275390625,0.2947982952411381,0.2947982952411381,0.275390625,0.3623046875,0.6376953125
2317,-0.236328125,-0.1529687445845016,0.1529687445845016,0.236328125,0.3818359375,0.6181640625
2318,-0.25390625,0.07174361191661749,0.07174361191661749,0.25390625,0.373046875,0.626953125
2319,-0.236328125,-0.07174361191661749,0.07174361191661749,0.236328125,0.3818359375,0.6181640625
2320,-0.259765625,0.09455820084565647,0.09455820084565647,0.259765625,0.3701171875,0.6298828125
2321,-0.287109375,0.10008309192746401,0.10008309192746401,0.287109375,0.3564453125,0.6435546875
2322,-0.2265625,-0.23684146487614055,0.23684146487614055,0.2265625,0.38671875,0.61328125
2323,-0.26953125,0.17366279040552213,0.17366279040552213,0.26953125,0.365234375,0.634765625
2324,-0.2421875,-0.10697170066647899,0.10697170066647899,0.2421875,0.37890625,0.62109375
2325,-0.251953125,0.039530678717273116,0.039530678717273116,0.251953125,0.3740234375,0.6259765625
2326,-0.21875,-0.14131293063282668,0.14131293063282668,0.21875,0.390625,0.609375
2327,-0.31640625,0.36909605300799986,0.36909605300799986,0.31640625,0.341796875,0.658203125
2328,-0.236328125,-0.29180471872846936,0.29180471872846936,0.236328125,0.3818359375,0.6181640625
2329,-0.279296875,0.16705343368033043,0.16705343368033043,0.279296875,0.3603515625,0.6396484375
2330,-0.234375,-0.1753522012334674,0.1753522012334674,0.234375,0.3828125,0.6171875
2331,-0.244140625,0.04082182385430211,0.04082182385430211,0.244140625,0.3779296875,0.6220703125
2332,-0.259765625,0.06203514454449133,0.06203514454449133,0.259765625,0.3701171875,0.6298828125
2333,-0.26171875,0.007490643000730213,0.007490643000730213,0.26171875,0.369140625,0.630859375
