t_M,M,C_mean,t_r,r,abs_r
21750,-0.248046875,0.248046875,21750,0.007843145965089171,0.007843145965089171
21751,-0.25,0.25,21751,-0.023716430617704454,0.023716430617704454
21752,-0.244140625,0.244140625,21752,-0.03252305630116514,0.03252305630116514
21753,-0.236328125,0.236328125,21753,0.048396340953780426,0.048396340953780426
21754,-0.248046875,0.248046875,21754,0.10457240363072118,0.10457240363072118
21755,-0.275390625,0.275390625,21755,-0.257410942111431,0.257410942111431
21756,-0.212890625,0.212890625,21756,-0.1915372202628458,0.1915372202628458
21757,-0.17578125,0.17578125,21757,0.13491859988809507,0.13491859988809507
21758,-0.201171875,0.201171875,21758,0.20155201134421818,0.20155201134421818
21759,-0.24609375,0.24609375,21759,-0.03226072898952359,0.03226072898952359
21760,-0.23828125,0.23828125,21760,-0.02489744582247999,0.02489744582247999
21761,-0.232421875,0.232421875,21761,0.02489744582247999,0.02489744582247999
21762,-0.23828125,0.23828125,21762,-0.06782230183328175,0.06782230183328175
21763,-0.22265625,0.22265625,21763,0.05129306982713033,0.05129306982713033
21764,-0.234375,0.234375,21764,-0.016807046000308246,0.016807046000308246
21765,-0.23046875,0.23046875,21765,-0.30477495974456414,0.30477495974456414
21766,-0.169921875,0.169921875,21766,-0.09645967023606006,0.09645967023606006
21767,-0.154296875,0.154296875,21767,-0.2585720758779686,0.2585720758779686
21768,-0.119140625,0.119140625,21768,-0.1790465856910899,0.1790465856910899
21769,-0.099609375,0.099609375,21769,-0.06062399437195065,0.06062399437195065
21770,-0.09375,0.09375,21770,0.0408215678580488,0.0408215678580488
21771,-0.09765625,0.09765625,21771,-0.12783197516152223,0.12783197516152223
21772,-0.0859375,0.0859375,21772,-0.022989247614776165,0.022989247614776165
21773,-0.083984375,0.083984375,21773,0.06744050426251569,0.06744050426251569
21774,-0.08984375,0.08984375,21774,-0.39464880638414623,0.39464880638414623
21775,-0.060546875,0.060546875,21775,0.27958083395342515,0.27958083395342515
21776,-0.080078125,0.080078125,21776,0.2937579398488368,0.2937579398488368
21777,-0.107421875,0.107421875,21777,0.3364695769021757,0.3364695769021757
21778,-0.150390625,0.150390625,21778,-0.06713884108034374,0.06713884108034374
21779,-0.140625,0.140625,21779,-0.34483755821226314,0.34483755821226314
21780,-0.099609375,0.099609375,21780,0.11122457836072908,0.11122457836072908
21781,-0.111328125,0.111328125,21781,0.0512928452686765,0.0512928452686765
21782,-0.1171875,0.1171875,21782,-0.28767922803565416,0.28767922803565416
21783,-0.087890625,0.087890625,21783,0.14457969720342945,0.14457969720342945
21784,-0.1015625,0.1015625,21784,-0.21357175600154488,0.21357175600154488
21785,-0.08203125,0.08203125,21785,0.1124766865824891,0.1124766865824891
21786,-0.091796875,0.091796875,21786,-0.02150596840580965,0.02150596840580965
21787,-0.08984375,0.08984375,21787,-0.27328983690808917,0.27328983690808917
21788,-0.068359375,0.068359375,21788,-0.18804920495080868,0.18804920495080868
21789,-0.056640625,0.056640625,21789,-0.1892383215493103,0.1892383215493103
21790,-0.046875,0.046875,21790,-0.1823172902274104,0.1823172902274104
21791,-0.0390625,0.0390625,21791,0.0,0.0
21792,-0.0390625,0.0390625,21792,0.3000979555611809,0.3000979555611809
21793,-0.052734375,0.052734375,21793,-0.11778066533377052,0.11778066533377052
21794,-0.046875,0.046875,21794,-0.23360923728193894,0.23360923728193894
21795,-0.037109375,0.037109375,21795,0.23360923728193894,0.23360923728193894
21796,-0.046875,0.046875,21796,-0.7801333462840168,0.7801333462840168
21797,-0.021484375,0.021484375,21797,-0.4519585279320619,0.4519585279320619
21798,-0.013671875,0.013671875,21798,-0.33644298204607015,0.33644298204607015
21799,-0.009765625,0.009765625,21799,0.7884015099781321,0.7884015099781321
21800,-0.021484375,0.021484375,21800,0.7801333462840168,0.7801333462840168
21801,-0.046875,0.046875,21801,-0.1823172902274104,0.1823172902274104
21802,-0.0390625,0.0390625,21802,-0.35666397285120466,0.35666397285120466
21803,-0.02734375,0.02734375,21803,0.13352682135268035,0.13352682135268035
21804,-0.03125,0.03125,21804,0.2231371514985243,0.2231371514985243
21805,-0.0390625,0.0390625,21805,0.4382458472514723,0.4382458472514723
21806,-0.060546875,0.060546875,21806,-0.21510741581930048,0.21510741581930048
21807,-0.048828125,0.048828125,21807,0.21510741581930048,0.21510741581930048
21808,-0.060546875,0.060546875,21808,-0.4382458472514723,0.4382458472514723
21809,-0.0390625,0.0390625,21809,0.13975860332462897,0.13975860332462897
21810,-0.044921875,0.044921875,21810,-0.04445075073616245,0.04445075073616245
21811,-0.04296875,0.04296875,21811,-0.31844500408699083,0.31844500408699083
21812,-0.03125,0.03125,21812,-0.28767140618332165,0.28767140618332165
21813,-0.0234375,0.0234375,21813,0.0,0.0
21814,0.0234375,0.064453125,21814,0.08003942575689749,0.08003942575689749
21815,0.025390625,0.060546875,21815,0.4795580770772254,0.4795580770772254
21816,0.041015625,0.0625,21816,0.32276666662444375,0.32276666662444375
21817,0.056640625,0.0546875,21817,0.2962612892455634,0.2962612892455634
21818,0.076171875,0.076171875,21818,0.268260897641019,0.268260897641019
21819,0.099609375,0.1015625,21819,0.0571578561111874,0.0571578561111874
21820,0.10546875,0.111328125,21820,0.1854016187868841,0.1854016187868841
21821,0.126953125,0.12890625,21821,-0.11394330869402758,0.11394330869402758
21822,0.11328125,0.11328125,21822,0.230014616728762,0.230014616728762
21823,0.142578125,0.142578125,21823,0.01360555727672752,0.01360555727672752
21824,0.14453125,0.14453125,21824,0.11477476435311762,0.11477476435311762
21825,0.162109375,0.162109375,21825,0.02381050354931613,0.02381050354931613
21826,0.166015625,0.166015625,21826,-0.06062424534818511,0.06062424534818511
21827,0.15625,0.15625,21827,-0.09156657983097616,0.09156657983097616
21828,0.142578125,0.142578125,21828,-0.10080395525033214,0.10080395525033214
21829,0.12890625,0.12890625,21829,0.2529947804294934,0.2529947804294934
21830,0.166015625,0.166015625,21830,-0.03593178885438775,0.03593178885438775
21831,0.16015625,0.16015625,21831,-0.012270015507083176,0.012270015507083176
21832,0.158203125,0.158203125,21832,-0.025001142181437785,0.025001142181437785
21833,0.154296875,0.154296875,21833,0.025001142181437785,0.025001142181437785
21834,0.158203125,0.158203125,21834,-0.11778224553823313,0.11778224553823313
21835,0.140625,0.140625,21835,0.1300522610453163,0.1300522610453163
21836,0.16015625,0.16015625,21836,0.24723973518891196,0.24723973518891196
21837,0.205078125,0.205078125,21837,0.11672373710319128,0.11672373710319128
21838,0.23046875,0.23046875,21838,-0.017094358549574862,0.017094358549574862
21839,0.2265625,0.2265625,21839,-0.053109584562688994,0.053109584562688994
21840,0.21484375,0.21484375,21840,0.009049793587270205,0.009049793587270205
21841,0.216796875,0.216796875,21841,-0.13481855707434076,0.13481855707434076
21842,0.189453125,0.189453125,21842,0.12576876348707056,0.12576876348707056
21843,0.21484375,0.21484375,21843,0.07864277529624353,0.07864277529624353
21844,0.232421875,0.232421875,21844,0.10367800574344521,0.10367800574344521
21845,0.2578125,0.2578125,21845,-0.12062749051016985,0.12062749051016985
21846,0.228515625,0.228515625,21846,-0.19782478606960985,0.19782478606960985
21847,0.1875,0.1875,21847,0.09909039950213372,0.09909039950213372
21848,0.20703125,0.20703125,21848,0.018692043564642047,0.018692043564642047
21849,0.2109375,0.2109375,21849,0.045256381821803915,0.045256381821803915
21850,0.220703125,0.220703125,21850,0.017544230851725073,0.017544230851725073
21851,0.224609375,0.224609375,21851,0.0,0.0
21852,0.224609375,0.224609375,21852,-0.17022032368728435,0.17022032368728435
21853,0.189453125,0.189453125,21853,0.10741971101375536,0.10741971101375536
21854,0.2109375,0.2109375,21854,-0.09716326470700287,0.09716326470700287
21855,0.19140625,0.19140625,21855,0.010152318691668105,0.010152318691668105
21856,0.193359375,0.193359375,21856,-0.15246774183680167,0.15246774183680167
21857,0.166015625,0.166015625,21857,-0.13858526790243375,0.13858526790243375
21858,0.14453125,0.14453125,21858,-0.19318975451844356,0.19318975451844356
21859,0.119140625,0.119140625,21859,0.10863297697881613,0.10863297697881613
21860,0.1328125,0.1328125,21860,0.13720015621108672,0.13720015621108672
21861,0.15234375,0.15234375,21861,-0.18232024398292124,0.18232024398292124
21862,0.126953125,0.126953125,21862,-0.0312522934450552,0.0312522934450552
21863,0.123046875,0.123046875,21863,0.0,0.0
21864,0.123046875,0.123046875,21864,0.0,0.0
21865,0.123046875,0.123046875,21865,-0.2113071814530163,0.2113071814530163
21866,0.099609375,0.099609375,21866,-0.04000492485399132,0.04000492485399132
21867,0.095703125,0.095703125,21867,-0.28089899664930806,0.28089899664930806
21868,0.072265625,0.072265625,21868,0.12675005829893538,0.12675005829893538
21869,0.08203125,0.08203125,21869,0.04651946152893993,0.04651946152893993
21870,0.0859375,0.0859375,21870,0.3746898131134766,0.3746898131134766
21871,0.125,0.125,21871,0.2954621663964858,0.2954621663964858
21872,0.16796875,0.16796875,21872,-0.04762775857695889,0.04762775857695889
21873,0.16015625,0.16015625,21873,0.11506865110374687,0.11506865110374687
21874,0.1796875,0.1796875,21874,0.05292211458902196,0.05292211458902196
21875,0.189453125,0.189453125,21875,0.020408764998420592,0.020408764998420592
21876,0.193359375,0.193359375,21876,-0.12921101814365032,0.12921101814365032
21877,0.169921875,0.169921875,21877,0.05588013855620777,0.05588013855620777
21878,0.1796875,0.1796875,21878,-0.06744089252678798,0.06744089252678798
21879,0.16796875,0.16796875,21879,-0.023530355661324887,0.023530355661324887
21880,0.1640625,0.1640625,21880,-0.03636741842271718,0.03636741842271718
21881,0.158203125,0.158203125,21881,-0.14595291933179189,0.14595291933179189
21882,0.13671875,0.13671875,21882,0.14595291933179189,0.14595291933179189
21883,0.158203125,0.158203125,21883,-0.050643404457889396,0.050643404457889396
21884,0.150390625,0.150390625,21884,0.08701082288060658,0.08701082288060658
21885,0.1640625,0.1640625,21885,0.06899246514013924,0.06899246514013924
21886,0.17578125,0.17578125,21886,-0.09308986805577324,0.09308986805577324
21887,0.16015625,0.16015625,21887,0.07061714149590004,0.07061714149590004
21888,0.171875,0.171875,21888,0.0,0.0
21889,0.171875,0.171875,21889,0.09737362419686879,0.09737362419686879
21890,0.189453125,0.189453125,21890,0.020408764998420592,0.020408764998420592
21891,0.193359375,0.193359375,21891,-0.010152318691668105,0.010152318691668105
21892,0.19140625,0.19140625,21892,0.13353073956649664,0.13353073956649664
21893,0.21875,0.21875,21893,0.14131293063282668,0.14131293063282668
21894,0.251953125,0.251953125,21894,-0.06402159635329618,0.06402159635329618
21895,0.236328125,0.236328125,21895,-0.1418295506566365,0.1418295506566365
21896,0.205078125,0.205078125,21896,0.11672373710319128,0.11672373710319128
21897,0.23046875,0.23046875,21897,0.016807046000308246,0.016807046000308246
21898,0.234375,0.234375,21898,0.07232036390643315,0.07232036390643315
21899,0.251953125,0.251953125,21899,0.06744102194920587,0.06744102194920587
21900,0.26953125,0.26953125,21900,-0.02941377445611537,0.02941377445611537
21901,0.26171875,0.26171875,21901,-0.0380272474930905,0.0380272474930905
21902,0.251953125,0.251953125,21902,0.030536604492360286,0.030536604492360286
21903,0.259765625,0.259765625,21903,0.036904417456845584,0.036904417456845584
21904,0.26953125,0.26953125,21904,-0.20875395258203255,0.20875395258203255
21905,0.21875,0.21875,21905,0.05218552072608529,0.05218552072608529
21906,0.23046875,0.23046875,21906,0.06559700699598325,0.06559700699598325
21907,0.24609375,0.24609375,21907,0.11954469279327773,0.11954469279327773
21908,0.27734375,0.27734375,21908,-0.1436421452631833,0.1436421452631833
21909,0.240234375,0.240234375,21909,-0.14874459367629878,0.14874459367629878
21910,0.20703125,0.20703125,21910,-0.04831833815373998,0.04831833815373998
21911,0.197265625,0.197265625,21911,-0.030152882988620844,0.030152882988620844
21912,0.19140625,0.19140625,21912,-0.020619178359772894,0.020619178359772894
21913,0.1875,0.1875,21913,-0.03174852627250191,0.03174852627250191
21914,0.181640625,0.181640625,21914,0.14953096933927768,0.14953096933927768
21915,0.2109375,0.2109375,21915,0.027398846060585402,0.027398846060585402
21916,0.216796875,0.216796875,21916,0.008968628798908362,0.008968628798908362
21917,0.21875,0.21875,21917,0.11778252772206854,0.11778252772206854
21918,0.24609375,0.24609375,21918,-0.0079681371413729,0.0079681371413729
21919,0.244140625,0.244140625,21919,-0.16487390900483145,0.16487390900483145
21920,0.20703125,0.20703125,21920,0.07275901532339901,0.07275901532339901
21921,0.22265625,0.22265625,21921,-0.4187079994328047,0.4187079994328047
21922,0.146484375,0.146484375,21922,-0.0979797056201499,0.0979797056201499
21923,0.1328125,0.1328125,21923,-0.34830355704185667,0.34830355704185667
21924,0.09375,0.09375,21924,-0.157627123086455,0.157627123086455
21925,0.080078125,0.080078125,21925,0.1984486909445038,0.1984486909445038
21926,0.09765625,0.09765625,21926,-0.35667055542187187,0.35667055542187187
21927,0.068359375,0.068359375,21927,-0.33646638529535755,0.33646638529535755
21928,0.048828125,0.048828125,21928,-1.4270515057377815,1.4270515057377815
21929,0.01171875,0.01171875,21929,0.6931045166237637,0.6931045166237637
21930,0.0234375,0.029296875,21930,-0.8754090083528925,0.8754090083528925
21931,0.009765625,0.0078125,21931,-0.22311795426298886,0.22311795426298886
21932,0.0078125,0.013671875,21932,-1.3859104839558674,1.3859104839558674
21933,0.001953125,-0.015625,21933,0.0,0.0
21934,-0.001953125,-0.00390625,21934,0.6928912788248152,0.6928912788248152
21935,-0.00390625,0.029296875,21935,1.3861023918343864,1.3861023918343864
21936,-0.015625,0.03125,21936,0.3184362775377867,0.3184362775377867
21937,-0.021484375,0.017578125,21937,-0.2006603525627133,0.2006603525627133
21938,-0.017578125,0.013671875,21938,-0.8108591116784076,0.8108591116784076
21939,-0.0078125,0.00390625,21939,0.559560936309059,0.559560936309059
21940,-0.013671875,0.01171875,21940,0.13352225039427523,0.13352225039427523
21941,-0.015625,0.013671875,21941,0.4854832016694446,0.4854832016694446
21942,-0.025390625,0.025390625,21942,0.76723405442094,0.76723405442094
21943,-0.0546875,0.0546875,21943,0.19415278760400012,0.19415278760400012
21944,-0.06640625,0.06640625,21944,-0.43530985751152507,0.43530985751152507
21945,-0.04296875,0.04296875,21945,-1.0115601861828596,1.0115601861828596
21946,-0.015625,0.015625,21946,-0.2876607407112166,0.2876607407112166
21947,-0.01171875,0.01171875,21947,0.6060970182490033,0.6060970182490033
21948,-0.021484375,0.021484375,21948,0.0870074983747604,0.0870074983747604
21949,-0.0234375,0.0234375,21949,-0.4054437759125471,0.4054437759125471
21950,-0.015625,0.01171875,21950,0.22313075205144717,0.22313075205144717
21951,-0.01953125,0.021484375,21951,0.33645760869174124,0.33645760869174124
21952,-0.02734375,0.029296875,21952,-0.6931106111374636,0.6931106111374636
21953,-0.013671875,0.015625,21953,-0.559560936309059,0.559560936309059
21954,0.0078125,0.0,21954,-0.28763941215571176,0.28763941215571176
21955,0.005859375,0.033203125,21955,-0.40537979297534044,0.40537979297534044
21956,0.00390625,0.0,21956,-8.270589080722303,8.270589080722303
21957,0.0,-0.044921875,21957,8.675968873697643,8.675968873697643
21958,-0.005859375,-0.0390625,21958,0.5107573664187006,0.5107573664187006
21959,-0.009765625,0.01953125,21959,0.6930959844917925,0.6930959844917925
21960,-0.01953125,0.0078125,21960,-2.3021244227106488,2.3021244227106488
21961,0.001953125,-0.013671875,21961,0.6928912788248152,0.6928912788248152
21962,0.00390625,-0.017578125,21962,-0.6928912788248152,0.6928912788248152
21963,-0.001953125,0.033203125,21963,0.0,0.0
21964,0.001953125,0.033203125,21964,1.6090284382188562,1.6090284382188562
21965,-0.009765625,0.0546875,21965,0.6930959844917925,0.6930959844917925
21966,-0.01953125,0.056640625,21966,0.40544804216964403,0.40544804216964403
21967,-0.029296875,0.056640625,21967,-0.1430955925516466,0.1430955925516466
21968,-0.025390625,0.041015625,21968,0.2682547199483798,0.2682547199483798
21969,-0.033203125,0.041015625,21969,-0.7537379216178244,0.7537379216178244
21970,-0.015625,0.017578125,21970,-0.13352225039427523,0.13352225039427523
21971,-0.013671875,0.013671875,21971,0.9444169126984256,0.9444169126984256
21972,-0.03515625,0.03515625,21972,-0.11777948020828166,0.11777948020828166
21973,-0.03125,0.03125,21973,0.11777948020828166,0.11777948020828166
21974,-0.03515625,0.03515625,21974,-0.4054508863916033,0.4054508863916033
21975,-0.0234375,0.0234375,21975,-2.4844374465717487,2.4844374465717487
21976,-0.001953125,0.001953125,21976,-7.577697801897488,7.577697801897488
21977,0.0,-0.005859375,21977,9.369030731845474,9.369030731845474
21978,0.01171875,-0.009765625,21978,0.5107914927626638,0.5107914927626638
21979,0.01953125,0.013671875,21979,-1.2038533509104932,1.2038533509104932
21980,0.005859375,0.01171875,21980,0.0,0.0
21981,0.005859375,0.009765625,21981,0.0,0.0
21982,0.005859375,0.017578125,21982,0.0,0.0
21983,0.005859375,0.009765625,21983,0.6930618581478294,0.6930618581478294
21984,0.01171875,0.013671875,21984,-0.18230449172912877,0.18230449172912877
21985,0.009765625,0.009765625,21985,-0.5107573664187006,0.5107573664187006
21986,0.005859375,0.005859375,21986,0.0,0.0
21987,-0.005859375,0.0234375,21987,0.5107573664187006,0.5107573664187006
21988,0.009765625,0.0234375,21988,-0.22311795426298886,0.22311795426298886
21989,0.0078125,0.02734375,21989,0.0,0.0
21990,-0.0078125,0.005859375,21990,0.559560936309059,0.559560936309059
21991,0.013671875,0.009765625,21991,-0.33644298204607015,0.33644298204607015
21992,0.009765625,0.01953125,21992,-0.5107573664187006,0.5107573664187006
21993,0.005859375,0.01171875,21993,0.980722598859046,0.980722598859046
21994,0.015625,0.009765625,21994,-0.6930831867033342,0.6930831867033342
21995,0.0078125,0.005859375,21995,-0.28763941215571176,0.28763941215571176
21996,0.005859375,0.037109375,21996,0.28763941215571176,0.28763941215571176
21997,-0.0078125,0.044921875,21997,-0.6930192051310522,0.6930192051310522
21998,-0.00390625,0.03125,21998,0.40537979297534044,0.40537979297534044
21999,0.005859375,0.009765625,21999,-1.0982710718001556,1.0982710718001556
22000,-0.001953125,0.0078125,22000,2.196769595634275,2.196769595634275
22001,0.017578125,0.0,22001,-1.0984985238341194,1.0984985238341194
22002,0.005859375,-0.01171875,22002,0.5107573664187006,0.5107573664187006
22003,-0.009765625,0.02734375,22003,0.5877411574154188,0.5877411574154188
22004,-0.017578125,0.048828125,22004,0.3677072766943712,0.3677072766943712
22005,-0.025390625,0.025390625,22005,-0.7731439423806612,0.7731439423806612
22006,-0.01171875,0.009765625,22006,0.15413849031694138,0.15413849031694138
22007,-0.013671875,0.01171875,22007,0.0,0.0
22008,-0.013671875,0.01171875,22008,0.7621010446153664,0.7621010446153664
22009,-0.029296875,0.02734375,22009,-0.9162395349323078,0.9162395349323078
22010,-0.01171875,0.01171875,22010,0.6931045166237637,0.6931045166237637
22011,-0.0234375,0.0234375,22011,-0.0870074983747604,0.0870074983747604
22012,-0.021484375,0.021484375,22012,-0.4519585279320619,0.4519585279320619
22013,-0.013671875,0.013671875,22013,-0.15413849031694138,0.15413849031694138
22014,-0.01171875,0.01171875,22014,-1.0984416511231698,1.0984416511231698
22015,0.00390625,-0.025390625,22015,-0.6928912788248152,0.6928912788248152
22016,0.001953125,0.021484375,22016,1.6090284382188562,1.6090284382188562
22017,0.009765625,-0.015625,22017,0.4699652324403454,0.4699652324403454
22018,-0.015625,0.03515625,22018,-0.4699652324403454,0.4699652324403454
22019,-0.009765625,0.033203125,22019,-1.6090284382188562,1.6090284382188562
22020,0.001953125,0.03515625,22020,2.4844374465717487,2.4844374465717487
22021,-0.0234375,0.05078125,22021,0.1541445848306413,0.1541445848306413
22022,-0.02734375,0.046875,22022,-0.441812435768115,0.441812435768115
22023,-0.017578125,0.025390625,22023,0.0,0.0
22024,-0.017578125,0.017578125,22024,-0.11777592497507339,0.11777592497507339
22025,-0.015625,0.013671875,22025,-0.2876607407112166,0.2876607407112166
22026,-0.01171875,0.01171875,22026,1.041398662329041,1.041398662329041
22027,-0.033203125,0.03515625,22027,-0.12515912739673318,0.12515912739673318
22028,-0.029296875,0.03125,22028,-2.707572464880293,2.707572464880293
22029,-0.001953125,0.0078125,22029,1.6090284382188562,1.6090284382188562
22030,-0.009765625,0.009765625,22030,-0.22311795426298886,0.22311795426298886
22031,-0.0078125,0.01171875,22031,-0.6930192051310522,0.6930192051310522
22032,-0.00390625,-0.02734375,22032,1.2525801414401112,1.2525801414401112
22033,-0.013671875,0.001953125,22033,0.2512981753693486,0.2512981753693486
22034,-0.017578125,0.013671875,22034,0.2876678509374737,0.2876678509374737
22035,-0.0234375,0.0234375,22035,0.4054508863916033,0.4054508863916033
22036,-0.03515625,0.037109375,22036,-1.5039778490074847,1.5039778490074847
22037,-0.0078125,0.0078125,22037,-8.963608285853354,8.963608285853354
22038,0.0,-0.005859375,22038,9.186726240116343,9.186726240116343
22039,-0.009765625,0.03125,22039,1.33492561898021,1.33492561898021
22040,-0.037109375,0.04296875,22040,-0.7471844615647911,0.7471844615647911
22041,-0.017578125,0.009765625,22041,-0.8108591116784076,0.8108591116784076
22042,-0.0078125,-0.009765625,22042,-0.6930192051310522,0.6930192051310522
22043,-0.00390625,0.00390625,22043,1.2525801414401112,1.2525801414401112
22044,-0.013671875,0.01953125,22044,0.826637432490144,0.826637432490144
22045,-0.03125,0.021484375,22045,0.0,0.0
22046,-0.03125,0.025390625,22046,0.0,0.0
22047,-0.03125,0.03515625,22047,-1.1630804145362141,1.1630804145362141
22048,-0.009765625,0.01171875,22048,-1.6090284382188562,1.6090284382188562
22049,-0.001953125,0.001953125,22049,1.6090284382188562,1.6090284382188562
22050,0.009765625,0.0703125,22050,-9.186726240116343,9.186726240116343
22051,0.0,0.095703125,22051,9.774467397531762,9.774467397531762
22052,0.017578125,0.03125,22052,0.5108028692460178,0.5108028692460178
22053,0.029296875,0.03515625,22053,-2.0146811860554776,2.0146811860554776
22054,-0.00390625,-0.005859375,22054,0.40537979297534044,0.40537979297534044
22055,-0.005859375,-0.0546875,22055,-0.40537979297534044,0.40537979297534044
22056,-0.00390625,-0.044921875,22056,0.0,0.0
22057,-0.00390625,0.01171875,22057,1.2525801414401112,1.2525801414401112
22058,-0.013671875,0.017578125,22058,0.826637432490144,0.826637432490144
22059,-0.03125,0.029296875,22059,0.31844500408699083,0.31844500408699083
22060,-0.04296875,0.041015625,22060,-0.04651890743618958,0.04651890743618958
22061,-0.041015625,0.037109375,22061,-0.1541466164425196,0.1541466164425196
22062,-0.03515625,0.03125,22062,-0.4054508863916033,0.4054508863916033
22063,-0.0234375,0.0234375,22063,0.08003942575689749,0.08003942575689749
22064,-0.025390625,0.025390625,22064,0.0,0.0
22065,-0.025390625,0.025390625,22065,0.1430955925516466,0.1430955925516466
22066,-0.029296875,0.029296875,22066,-2.0146811860554776,2.0146811860554776
22067,-0.00390625,-0.00390625,22067,1.7045386693721731,1.7045386693721731
22068,0.021484375,-0.037109375,22068,-0.6060970182490033,0.6060970182490033
22069,0.01171875,-0.001953125,22069,0.5107914927626638,0.5107914927626638
22070,0.01953125,0.001953125,22070,-0.6930959844917925,0.6930959844917925
22071,-0.009765625,0.01171875,22071,-0.5107573664187006,0.5107573664187006
22072,-0.005859375,0.037109375,22072,0.980722598859046,0.980722598859046
22073,-0.015625,-0.00390625,22073,0.4854832016694446,0.4854832016694446
22074,-0.025390625,0.033203125,22074,0.2682547199483798,0.2682547199483798
22075,-0.033203125,0.03515625,22075,-0.2682547199483798,0.2682547199483798
22076,-0.025390625,0.021484375,22076,0.2682547199483798,0.2682547199483798
22077,-0.033203125,0.02734375,22077,-0.4353016440800377,0.4353016440800377
22078,-0.021484375,0.01953125,22078,-1.2991588763968327,1.2991588763968327
22079,-0.005859375,0.005859375,22079,0.28763941215571176,0.28763941215571176
22080,-0.0078125,0.0078125,22080,0.6930831867033342,0.6930831867033342
22081,-0.015625,0.0234375,22081,-2.0789936706592016,2.0789936706592016
22082,0.001953125,0.05078125,22082,2.0789936706592016,2.0789936706592016
22083,-0.015625,0.03125,22083,0.5595883607431884,0.5595883607431884
22084,-0.02734375,0.03125,22084,0.19414956087463597,0.19414956087463597
22085,-0.033203125,0.033203125,22085,-0.3482941457052773,0.3482941457052773
22086,-0.0234375,0.021484375,22086,-0.0870074983747604,0.0870074983747604
22087,-0.021484375,0.017578125,22087,-0.6060970182490033,0.6060970182490033
22088,-0.01171875,0.013671875,22088,-0.18230449172912877,0.18230449172912877
22089,0.009765625,0.046875,22089,0.5877411574154188,0.5877411574154188
22090,0.017578125,0.068359375,22090,0.3677072766943712,0.3677072766943712
22091,0.025390625,0.0390625,22091,0.2682547199483798,0.2682547199483798
22092,0.033203125,0.017578125,22092,0.7502896993274497,0.7502896993274497
22093,0.0703125,0.060546875,22093,-0.11778125790546978,0.11778125790546978
22094,0.0625,0.0625,22094,0.2231403513602892,0.2231403513602892
22095,0.078125,0.078125,22095,0.02469230039919701,0.02469230039919701
22096,0.080078125,0.080078125,22096,-0.381361758708906,0.381361758708906
22097,0.0546875,0.0546875,22097,-0.4418225937862341,0.4418225937862341
22098,0.03515625,0.03515625,22098,0.20066552387870917,0.20066552387870917
22099,0.04296875,0.04296875,22099,-0.8937842612077862,0.8937842612077862
22100,0.017578125,0.017578125,22100,-1.0984985238341194,1.0984985238341194
22101,0.005859375,0.009765625,22101,-8.675968873697643,8.675968873697643
22102,0.0,0.029296875,22102,10.349806654652557,10.349806654652557
22103,-0.03125,0.046875,22103,0.060622739521955626,0.060622739521955626
22104,-0.033203125,0.009765625,22104,0.11122246492204013,0.11122246492204013
22105,-0.037109375,0.0,22105,0.19105055037915752,0.19105055037915752
22106,-0.044921875,0.03125,22106,0.16033935223655194,0.16033935223655194
22107,-0.052734375,0.044921875,22107,-0.20479010297271438,0.20479010297271438
22108,-0.04296875,0.0390625,22108,-0.31844500408699083,0.31844500408699083
22109,-0.03125,0.02734375,22109,0.2231371514985243,0.2231371514985243
22110,-0.0390625,0.037109375,22110,0.46999402944541124,0.46999402944541124
22111,-0.0625,0.0625,22111,-0.09843841766869055,0.09843841766869055
22112,-0.056640625,0.056640625,22112,-0.3715556117767207,0.3715556117767207
22113,-0.0390625,0.0390625,22113,-0.35666397285120466,0.35666397285120466
22114,-0.02734375,0.02734375,22114,-0.1541445848306413,0.1541445848306413
22115,-0.0234375,0.0234375,22115,0.7731669145908131,0.7731669145908131
22116,-0.05078125,0.05078125,22116,0.47956557854997195,0.47956557854997195
22117,-0.08203125,0.08203125,22117,-0.3364673605020676,0.3364673605020676
22118,-0.05859375,0.05859375,22118,0.2623603260654126,0.2623603260654126
22119,-0.076171875,0.076171875,22119,0.09763724835081877,0.09763724835081877
22120,-0.083984375,0.083984375,22120,0.1508212227762984,0.1508212227762984
22121,-0.09765625,0.09765625,22121,0.03922031931108272,0.03922031931108272
22122,-0.1015625,0.1015625,22122,-0.12260103782486542,0.12260103782486542
22123,-0.08984375,0.08984375,22123,-0.11506797243072109,0.11506797243072109
22124,-0.080078125,0.080078125,22124,0.13657394083653074,0.13657394083653074
22125,-0.091796875,0.091796875,22125,-0.23922674488142448,0.23922674488142448
22126,-0.072265625,0.072265625,22126,-0.027398589809122686,0.027398589809122686
22127,-0.0703125,0.0703125,22127,0.2876785169404714,0.2876785169404714
22128,-0.09375,0.09375,22128,-0.34483609419136085,0.34483609419136085
22129,-0.06640625,0.06640625,22129,0.23483643927311126,0.23483643927311126
22130,-0.083984375,0.083984375,22130,0.13061872443620892,0.13061872443620892
22131,-0.095703125,0.095703125,22131,0.04000492485399132,0.04000492485399132
22132,-0.099609375,0.099609375,22132,0.2728645892631931,0.2728645892631931
22133,-0.130859375,0.130859375,22133,-0.0458091778251406,0.0458091778251406
22134,-0.125,0.125,22134,-0.22705541143805252,0.22705541143805252
22135,-0.099609375,0.099609375,22135,0.2425594748980715,0.2425594748980715
