t_M,M,C_mean,t_r,r,abs_r
9846,0.189453125,0.189453125,9846,-0.31202916855704776,0.31202916855704776
9847,0.138671875,0.138671875,9847,0.19166616144123783,0.19166616144123783
9848,0.16796875,0.16796875,9848,0.04546210947881435,0.04546210947881435
9849,0.17578125,0.17578125,9849,0.10535994677201188,0.10535994677201188
9850,0.1953125,0.1953125,9850,-0.2613632347927577,0.2613632347927577
9851,0.150390625,0.150390625,9851,0.21007020987747538,0.21007020987747538
9852,0.185546875,0.185546875,9852,0.0905135411464757,0.0905135411464757
9853,0.203125,0.203125,9853,-0.009661863115110192,0.009661863115110192
9854,0.201171875,0.201171875,9854,0.1692912823546946,0.1692912823546946
9855,0.23828125,0.23828125,9855,0.0,0.0
9856,0.23828125,0.23828125,9856,0.1232321538494876,0.1232321538494876
9857,0.26953125,0.26953125,9857,0.02150612628199955,0.02150612628199955
9858,0.275390625,0.275390625,9858,0.10748554491223827,0.10748554491223827
9859,0.306640625,0.306640625,9859,-0.03896583895183481,0.03896583895183481
9860,0.294921875,0.294921875,9860,0.03896583895183481,0.03896583895183481
9861,0.306640625,0.306640625,9861,0.055741806199648636,0.055741806199648636
9862,0.32421875,0.32421875,9862,-0.12155480292326803,0.12155480292326803
9863,0.287109375,0.287109375,9863,-0.013698796317044959,0.013698796317044959
9864,0.283203125,0.283203125,9864,-0.020906610220259747,0.020906610220259747
9865,0.27734375,0.27734375,9865,-0.11163954528203535,0.11163954528203535
9866,0.248046875,0.248046875,9866,0.07579354510089087,0.07579354510089087
9867,0.267578125,0.267578125,9867,0.021661416698055325,0.021661416698055325
9868,0.2734375,0.2734375,9868,-0.16251828412219216,0.16251828412219216
9869,0.232421875,0.232421875,9869,0.01666698136946554,0.01666698136946554
9870,0.236328125,0.236328125,9870,-0.008298767553136965,0.008298767553136965
9871,0.234375,0.234375,9871,0.11034761139952365,0.11034761139952365
9872,0.26171875,0.26171875,9872,-0.17934017812591718,0.17934017812591718
9873,0.21875,0.21875,9873,-0.10337785657787579,0.10337785657787579
9874,0.197265625,0.197265625,9874,0.36848454241616135,0.36848454241616135
9875,0.28515625,0.28515625,9875,0.2148897314396041,0.2148897314396041
9876,0.353515625,0.353515625,9876,-0.0685981154868236,0.0685981154868236
9877,0.330078125,0.330078125,9877,0.0,0.0
9878,0.330078125,0.330078125,9878,0.0685981154868236,0.0685981154868236
9879,0.353515625,0.353515625,9879,-0.1945501178099407,0.1945501178099407
9880,0.291015625,0.291015625,9880,0.09591980758937857,0.09591980758937857
9881,0.3203125,0.3203125,9881,-0.07598566050888866,0.07598566050888866
9882,0.296875,0.296875,9882,0.05752365584197405,0.05752365584197405
9883,0.314453125,0.314453125,9883,-0.13264402352638083,0.13264402352638083
9884,0.275390625,0.275390625,9884,0.061875185846514524,0.061875185846514524
9885,0.29296875,0.29296875,9885,0.05826871491706931,0.05826871491706931
9886,0.310546875,0.310546875,9886,-0.13442980576368768,0.13442980576368768
9887,0.271484375,0.271484375,9887,0.07616109084661837,0.07616109084661837
9888,0.29296875,0.29296875,9888,0.08923084234678091,0.08923084234678091
9889,0.3203125,0.3203125,9889,-0.15822347002507042,0.15822347002507042
9890,0.2734375,0.2734375,9890,0.007117441831774984,0.007117441831774984
9891,0.275390625,0.275390625,9891,0.06851970596040347,0.06851970596040347
9892,0.294921875,0.294921875,9892,-0.02684715777178459,0.02684715777178459
9893,0.287109375,0.287109375,9893,0.16285848426510374,0.16285848426510374
9894,0.337890625,0.337890625,9894,-0.047345977104902515,0.047345977104902515
9895,0.322265625,0.322265625,9895,0.03571797372415486,0.03571797372415486
9896,0.333984375,0.333984375,9896,-0.07906827712217868,0.07906827712217868
9897,0.30859375,0.30859375,9897,-0.05864853134687942,0.05864853134687942
9898,0.291015625,0.291015625,9898,0.0459095471142672,0.0459095471142672
9899,0.3046875,0.3046875,9899,-0.032576061757780606,0.032576061757780606
9900,0.294921875,0.294921875,9900,-0.08280561096050731,0.08280561096050731
9901,0.271484375,0.271484375,9901,-0.12228909861176529,0.12228909861176529
9902,0.240234375,0.240234375,9902,0.13657500361186914,0.13657500361186914
9903,0.275390625,0.275390625,9903,0.08819240550617802,0.08819240550617802
9904,0.30078125,0.30078125,9904,-0.019672699545774552,0.019672699545774552
9905,0.294921875,0.294921875,9905,0.08258632223289197,0.08258632223289197
9906,0.3203125,0.3203125,9906,-0.13005269464530933,0.13005269464530933
9907,0.28125,0.28125,9907,-0.028170775379761093,0.028170775379761093
9908,0.2734375,0.2734375,9908,0.014184583483089153,0.014184583483089153
9909,0.27734375,0.27734375,9909,-0.10379639931694618,0.10379639931694618
9910,0.25,0.25,9910,-0.048009022465855145,0.048009022465855145
9911,0.23828125,0.23828125,9911,-0.050430636556034525,0.050430636556034525
9912,0.2265625,0.2265625,9912,0.04220017210302007,0.04220017210302007
9913,0.236328125,0.236328125,9913,-0.03361646613619018,0.03361646613619018
9914,0.228515625,0.228515625,9914,0.14310026016727284,0.14310026016727284
9915,0.263671875,0.263671875,9915,-0.022472769657102987,0.022472769657102987
9916,0.2578125,0.2578125,9916,0.0730248618618361,0.0730248618618361
9917,0.27734375,0.27734375,9917,-0.05798704238942909,0.05798704238942909
9918,0.26171875,0.26171875,9918,-0.18830880692482554,0.18830880692482554
9919,0.216796875,0.216796875,9919,0.1267511565209769,0.1267511565209769
9920,0.24609375,0.24609375,9920,0.06155765040384864,0.06155765040384864
9921,0.26171875,0.26171875,9921,0.043802458906339936,0.043802458906339936
9922,0.2734375,0.2734375,9922,-0.021661416698055325,0.021661416698055325
9923,0.267578125,0.267578125,9923,-0.2660194367113078,0.2660194367113078
9924,0.205078125,0.205078125,9924,0.12516256928717095,0.12516256928717095
9925,0.232421875,0.232421875,9925,0.224821946557884,0.224821946557884
9926,0.291015625,0.291015625,9926,-0.1211439408144388,0.1211439408144388
9927,0.2578125,0.2578125,9927,0.05167181521041808,0.05167181521041808
9928,0.271484375,0.271484375,9928,0.13442980576368768,0.13442980576368768
9929,0.310546875,0.310546875,9929,0.06689402646959941,0.06689402646959941
9930,0.33203125,0.33203125,9930,-0.1053601810183673,0.1053601810183673
9931,0.298828125,0.298828125,9931,0.08154960489707097,0.08154960489707097
9932,0.32421875,0.32421875,9932,-0.1632273511118869,0.1632273511118869
9933,0.275390625,0.275390625,9933,-0.007117441831774984,0.007117441831774984
9934,0.2734375,0.2734375,9934,0.028170775379761093,0.028170775379761093
9935,0.28125,0.28125,9935,-0.07946387728683124,0.07946387728683124
9936,0.259765625,0.259765625,9936,-0.12817466698184665,0.12817466698184665
9937,0.228515625,0.228515625,9937,-0.05264349694224868,0.05264349694224868
9938,0.216796875,0.216796875,9938,-0.23219218127120955,0.23219218127120955
9939,0.171875,0.171875,9939,-0.107888299184421,0.107888299184421
9940,0.154296875,0.154296875,9940,0.27494148874749946,0.27494148874749946
9941,0.203125,0.203125,9941,0.12629314123312474,0.12629314123312474
9942,0.23046875,0.23046875,9942,0.03333627800645966,0.03333627800645966
9943,0.23828125,0.23828125,9943,0.15180542178280132,0.15180542178280132
9944,0.27734375,0.27734375,9944,-0.11163954528203535,0.11163954528203535
9945,0.248046875,0.248046875,9945,0.2677997547426081,0.2677997547426081
9946,0.32421875,0.32421875,9946,0.04706736904979936,0.04706736904979936
9947,0.33984375,0.33984375,9947,-0.04106136345861655,0.04106136345861655
9948,0.326171875,0.326171875,9948,-0.006006005591182806,0.006006005591182806
9949,0.32421875,0.32421875,9949,0.12975885136154597,0.12975885136154597
9950,0.369140625,0.369140625,9950,0.0909715426415798,0.0909715426415798
9951,0.404296875,0.404296875,9951,-0.019512765486167427,0.019512765486167427
9952,0.396484375,0.396484375,9952,-0.09826996099228447,0.09826996099228447
9953,0.359375,0.359375,9953,-0.24512168508857468,0.24512168508857468
9954,0.28125,0.28125,9954,0.01379327342626735,0.01379327342626735
9955,0.28515625,0.28515625,9955,0.027028578872261066,0.027028578872261066
9956,0.29296875,0.29296875,9956,0.09530986950230558,0.09530986950230558
9957,0.322265625,0.322265625,9957,0.03571797372415486,0.03571797372415486
9958,0.333984375,0.333984375,9958,0.0,0.0
9959,0.333984375,0.333984375,9959,-0.023669672369905248,0.023669672369905248
9960,0.326171875,0.326171875,9960,-0.1763507985348447,0.1763507985348447
9961,0.2734375,0.2734375,9961,-0.014388684450224565,0.014388684450224565
9962,0.26953125,0.26953125,9962,0.03559081537782838,0.03559081537782838
9963,0.279296875,0.279296875,9963,0.061035678588577946,0.061035678588577946
9964,0.296875,0.296875,9964,-0.08940627268451062,0.08940627268451062
9965,0.271484375,0.271484375,9965,-0.07466124323110157,0.07466124323110157
9966,0.251953125,0.251953125,9966,-0.0891274099067414,0.0891274099067414
9967,0.23046875,0.23046875,9967,0.0891274099067414,0.0891274099067414
9968,0.251953125,0.251953125,9968,0.10303183732703425,0.10303183732703425
9969,0.279296875,0.279296875,9969,0.1370213390974666,0.1370213390974666
9970,0.3203125,0.3203125,9970,-0.23233116086117955,0.23233116086117955
9971,0.25390625,0.25390625,9971,-0.21357316257325398,0.21357316257325398
9972,0.205078125,0.205078125,9972,-0.028987393456594956,0.028987393456594956
9973,0.19921875,0.19921875,9973,0.19530786174925452,0.19530786174925452
9974,0.2421875,0.2421875,9974,-0.11075088071446193,0.11075088071446193
9975,0.216796875,0.216796875,9975,-0.06513899170813109,0.06513899170813109
9976,0.203125,0.203125,9976,0.037740145647545686,0.037740145647545686
9977,0.2109375,0.2109375,9977,0.00921661161209486,0.00921661161209486
9978,0.212890625,0.212890625,9978,0.07933638397348419,0.07933638397348419
9979,0.23046875,0.23046875,9979,-0.07020394311226386,0.07020394311226386
9980,0.21484375,0.21484375,9980,-0.037041096037957244,0.037041096037957244
9981,0.20703125,0.20703125,9981,-0.03846609140956514,0.03846609140956514
9982,0.19921875,0.19921875,9982,0.2502233987109441,0.2502233987109441
9983,0.255859375,0.255859375,9983,-0.023166967678843076,0.023166967678843076
9984,0.25,0.25,9984,0.038318713926786874,0.038318713926786874
9985,0.259765625,0.259765625,9985,-0.02281458892903898,0.02281458892903898
9986,0.25390625,0.25390625,9986,0.03774018211446517,0.03774018211446517
9987,0.263671875,0.263671875,9987,-0.08499287639505959,0.08499287639505959
9988,0.2421875,0.2421875,9988,0.03174856928284653,0.03174856928284653
9989,0.25,0.25,9989,-0.15154924358457866,0.15154924358457866
9990,0.21484375,0.21484375,9990,-0.16788002181259287,0.16788002181259287
9991,0.181640625,0.181640625,9991,-0.055262365871346475,0.055262365871346475
9992,0.171875,0.171875,9992,0.08701089214384838,0.08701089214384838
9993,0.1875,0.1875,9993,-0.08701089214384838,0.08701089214384838
9994,0.171875,0.171875,9994,0.08701089214384838,0.08701089214384838
9995,0.1875,0.1875,9995,-0.07571140226236617,0.07571140226236617
9996,0.173828125,0.173828125,9996,-0.14483005134235483,0.14483005134235483
9997,0.150390625,0.150390625,9997,0.050643404457889396,0.050643404457889396
9998,0.158203125,0.158203125,9998,0.25950975069599513,0.25950975069599513
9999,0.205078125,0.205078125,9999,-0.06899252318939064,0.06899252318939064
10000,0.19140625,0.19140625,10000,0.1424196465288068,0.1424196465288068
10001,0.220703125,0.220703125,10001,0.08479616828985281,0.08479616828985281
10002,0.240234375,0.240234375,10002,-0.4427341845067019,0.4427341845067019
10003,0.154296875,0.154296875,10003,0.07320294654290871,0.07320294654290871
10004,0.166015625,0.166015625,10004,-0.16598404989970406,0.16598404989970406
10005,0.140625,0.140625,10005,-0.18232013458285756,0.18232013458285756
10006,0.1171875,0.1171875,10006,-0.08701060123897442,0.08701060123897442
10007,0.107421875,0.107421875,10007,-0.05608892959325029,0.05608892959325029
10008,0.1015625,0.1015625,10008,0.1430995308322247,0.1430995308322247
10009,0.1171875,0.1171875,10009,0.11034716563378755,0.11034716563378755
10010,0.130859375,0.130859375,10010,0.07197296894907002,0.07197296894907002
10011,0.140625,0.140625,10011,-0.08701073052978936,0.08701073052978936
10012,0.12890625,0.12890625,10012,0.2876801330710057,0.2876801330710057
10013,0.171875,0.171875,10013,0.055262365871346475,0.055262365871346475
10014,0.181640625,0.181640625,10014,0.13083892577463563,0.13083892577463563
10015,0.20703125,0.20703125,10015,-0.03846609140956514,0.03846609140956514
10016,0.19921875,0.19921875,10016,0.028987393456594956,0.028987393456594956
10017,0.205078125,0.205078125,10017,0.02817074151761223,0.02817074151761223
10018,0.2109375,0.2109375,10018,-0.2277827181295653,0.2277827181295653
10019,0.16796875,0.16796875,10019,0.08894697933952278,0.08894697933952278
10020,0.18359375,0.18359375,10020,0.05182479277470775,0.05182479277470775
10021,0.193359375,0.193359375,10021,0.2170634961269915,0.2170634961269915
10022,0.240234375,0.240234375,10022,0.01612931532853268,0.01612931532853268
10023,0.244140625,0.244140625,10023,0.07696073772991752,0.07696073772991752
10024,0.263671875,0.263671875,10024,0.13167735605959696,0.13167735605959696
10025,0.30078125,0.30078125,10025,0.031951495257405815,0.031951495257405815
10026,0.310546875,0.310546875,10026,-0.038466154548767895,0.038466154548767895
10027,0.298828125,0.298828125,10027,0.012987152347532449,0.012987152347532449
10028,0.302734375,0.302734375,10028,-0.13814984911576733,0.13814984911576733
10029,0.263671875,0.263671875,10029,0.12516269676823488,0.12516269676823488
10030,0.298828125,0.298828125,10030,-0.17062489444602136,0.17062489444602136
10031,0.251953125,0.251953125,10031,-0.007782109434426587,0.007782109434426587
10032,0.25,0.25,10032,-0.023716430617704454,0.023716430617704454
10033,0.244140625,0.244140625,10033,-0.06613952243735532,0.06613952243735532
10034,0.228515625,0.228515625,10034,-0.1470527247212161,0.1470527247212161
10035,0.197265625,0.197265625,10035,-0.19627880968307054,0.19627880968307054
10036,0.162109375,0.162109375,10036,0.0,0.0
10037,0.162109375,0.162109375,10037,-0.11477476435311762,0.11477476435311762
10038,0.14453125,0.14453125,10038,-0.22652589026498537,0.22652589026498537
10039,0.115234375,0.115234375,10039,0.11211637773792571,0.11211637773792571
10040,0.12890625,0.12890625,10040,0.0,0.0
10041,0.12890625,0.12890625,10041,0.0,0.0
10042,0.12890625,0.12890625,10042,-0.0953094040530682,0.0953094040530682
10043,0.1171875,0.1171875,10043,-0.18231985014330743,0.18231985014330743
10044,0.09765625,0.09765625,10044,0.01980242651390185,0.01980242651390185
10045,0.099609375,0.099609375,10045,-0.21825111745840564,0.21825111745840564
10046,0.080078125,0.080078125,10046,-0.07598492111138677,0.07598492111138677
10047,0.07421875,0.07421875,10047,-0.27028614831679,0.27028614831679
10048,0.056640625,0.056640625,10048,-0.14841718034454887,0.14841718034454887
10049,0.048828125,0.048828125,10049,0.21510741581930048,0.21510741581930048
10050,0.060546875,0.060546875,10050,-0.10178092475548084,0.10178092475548084
10051,0.0546875,0.0546875,10051,-0.6241384618692933,0.6241384618692933
10052,0.029296875,0.029296875,10052,-0.06899043347790279,0.06899043347790279
10053,0.02734375,0.02734375,10053,-0.07410515907374382,0.07410515907374382
10054,0.025390625,0.025390625,10054,0.07410515907374382,0.07410515907374382
10055,0.02734375,0.02734375,10055,0.4519718254396712,0.4519718254396712
10056,0.04296875,0.04296875,10056,-0.04651890743618958,0.04651890743618958
10057,0.041015625,0.041015625,10057,0.2135694117566902,0.2135694117566902
10058,0.05078125,0.05078125,10058,0.03773959865221377,0.03773959865221377
10059,0.052734375,0.052734375,10059,0.16989607388423034,0.16989607388423034
10060,0.0625,0.0625,10060,-0.24685559801323942,0.24685559801323942
10061,0.048828125,0.048828125,10061,-0.1278305788437053,0.1278305788437053
10062,0.04296875,0.04296875,10062,-0.7884294341314124,0.7884294341314124
10063,0.01953125,0.01953125,10063,0.7419105266952228,0.7419105266952228
10064,0.041015625,0.041015625,10064,-0.4054529180034816,0.4054529180034816
10065,0.02734375,0.02734375,10065,-0.33645760869174124,0.33645760869174124
10066,0.01953125,0.01953125,10066,0.8754388717703563,0.8754388717703563
10067,0.046875,0.046875,10067,0.40545799712347064,0.40545799712347064
10068,0.0703125,0.0703125,10068,0.26662533469054717,0.26662533469054717
10069,0.091796875,0.091796875,10069,0.27698414780776526,0.27698414780776526
10070,0.12109375,0.12109375,10070,0.0,0.0
10071,0.12109375,0.12109375,10071,0.016000210267125947,0.016000210267125947
10072,0.123046875,0.123046875,10072,-0.06559673150846823,0.06559673150846823
10073,0.115234375,0.115234375,10073,-0.052185288283671305,0.052185288283671305
10074,0.109375,0.109375,10074,0.11778201979213954,0.11778201979213954
10075,0.123046875,0.123046875,10075,-0.1541493253418289,0.1541493253418289
10076,0.10546875,0.10546875,10076,-0.01869195411798774,0.01869195411798774
10077,0.103515625,0.103515625,10077,0.01869195411798774,0.01869195411798774
10078,0.10546875,0.10546875,10078,-0.03773996331400653,0.03773996331400653
10079,0.1015625,0.1015625,10079,-0.16705229447260495,0.16705229447260495
10080,0.0859375,0.0859375,10080,0.16705229447260495,0.16705229447260495
10081,0.1015625,0.1015625,10081,-0.2623613106547835,0.2623613106547835
10082,0.078125,0.078125,10082,0.182319423485652,0.182319423485652
10083,0.09375,0.09375,10083,-0.2876785169404714,0.2876785169404714
10084,0.0703125,0.0703125,10084,-0.6390672344054096,0.6390672344054096
10085,0.037109375,0.037109375,10085,0.35138990261570946,0.35138990261570946
10086,0.052734375,0.052734375,10086,0.3417438045323298,0.3417438045323298
10087,0.07421875,0.07421875,10087,0.0259751409287734,0.0259751409287734
10088,0.076171875,0.076171875,10088,-0.2962612892455634,0.2962612892455634
10089,0.056640625,0.056640625,10089,0.12920959149459943,0.12920959149459943
10090,0.064453125,0.064453125,10090,0.05883961345620925,0.05883961345620925
10091,0.068359375,0.068359375,10091,0.3364680570817824,0.3364680570817824
10092,0.095703125,0.095703125,10092,0.16862109105803524,0.16862109105803524
10093,0.11328125,0.11328125,10093,-0.03509100454316716,0.03509100454316716
10094,0.109375,0.109375,10094,-0.036367305549689366,0.036367305549689366
10095,0.10546875,0.10546875,10095,-0.07696028262508925,0.07696028262508925
10096,0.09765625,0.09765625,10096,0.16551287645844992,0.16551287645844992
10097,0.115234375,0.115234375,10097,-0.017094283740504146,0.017094283740504146
10098,0.11328125,0.11328125,10098,-0.01739158784331485,0.01739158784331485
10099,0.111328125,0.111328125,10099,-0.07275867636752942,0.07275867636752942
10100,0.103515625,0.103515625,10100,-0.16362770639944824,0.16362770639944824
10101,0.087890625,0.087890625,10101,-0.16907423416354384,0.16907423416354384
10102,0.07421875,0.07421875,10102,0.27443361205589056,0.27443361205589056
10103,0.09765625,0.09765625,10103,0.03922031931108272,0.03922031931108272
10104,0.1015625,0.1015625,10104,0.09180668556354821,0.09180668556354821
10105,0.111328125,0.111328125,10105,-0.11122457836072908,0.11122457836072908
10106,0.099609375,0.099609375,10106,-0.01980242651390185,0.01980242651390185
10107,0.09765625,0.09765625,10107,0.07696028262508925,0.07696028262508925
10108,0.10546875,0.10546875,10108,-0.18231966051743598,0.18231966051743598
10109,0.087890625,0.087890625,10109,0.16362770639944824,0.16362770639944824
10110,0.103515625,0.103515625,10110,0.05505925966767711,0.05505925966767711
10111,0.109375,0.109375,10111,-0.264148810951077,0.264148810951077
10112,0.083984375,0.083984375,10112,-0.09763724835081877,0.09763724835081877
10113,0.076171875,0.076171875,10113,-0.05264302386228037,0.05264302386228037
10114,0.072265625,0.072265625,10114,0.3209039215032994,0.3209039215032994
10115,0.099609375,0.099609375,10115,-0.04000492485399132,0.04000492485399132
10116,0.095703125,0.095703125,10116,0.04000492485399132,0.04000492485399132
10117,0.099609375,0.099609375,10117,0.19530697118589035,0.19530697118589035
10118,0.12109375,0.12109375,10118,-0.1568410691926907,0.1568410691926907
10119,0.103515625,0.103515625,10119,0.20409357290487184,0.20409357290487184
10120,0.126953125,0.126953125,10120,0.0597187780718933,0.0597187780718933
10121,0.134765625,0.134765625,10121,0.028573163423335712,0.028573163423335712
10122,0.138671875,0.138671875,10122,0.05480785189675541,0.05480785189675541
10123,0.146484375,0.146484375,10123,0.0,0.0
10124,0.146484375,0.146484375,10124,-0.013422928080522478,0.013422928080522478
10125,0.14453125,0.14453125,10125,-0.06995808723956864,0.06995808723956864
10126,0.134765625,0.134765625,10126,-0.0597187780718933,0.0597187780718933
10127,0.126953125,0.126953125,10127,-0.14903431323719474,0.14903431323719474
10128,0.109375,0.109375,10128,0.22314172275782762,0.22314172275782762
10129,0.13671875,0.13671875,10129,0.1209517771503541,0.1209517771503541
10130,0.154296875,0.154296875,10130,0.11918778906590322,0.11918778906590322
10131,0.173828125,0.173828125,10131,-0.05781922846174825,0.05781922846174825
10132,0.1640625,0.1640625,10132,-0.024097402915634003,0.024097402915634003
10133,0.16015625,0.16015625,10133,-0.03727115768852096,0.03727115768852096
10134,0.154296875,0.154296875,10134,-0.1209517771503541,0.1209517771503541
10135,0.13671875,0.13671875,10135,-0.18805071821466046,0.18805071821466046
10136,0.11328125,0.11328125,10136,0.12921066147842986,0.12921066147842986
10137,0.12890625,0.12890625,10137,0.058840056736230606,0.058840056736230606
10138,0.13671875,0.13671875,10138,-0.08961147298065186,0.08961147298065186
10139,0.125,0.125,10139,0.060624151231853496,0.060624151231853496
10140,0.1328125,0.1328125,10140,0.05715799554235712,0.05715799554235712
10141,0.140625,0.140625,10141,0.013793224720542785,0.013793224720542785
10142,0.142578125,0.142578125,10142,-0.10080395525033214,0.10080395525033214
10143,0.12890625,0.12890625,10143,-0.21936092568927412,0.21936092568927412
10144,0.103515625,0.103515625,10144,0.10724454795134841,0.10724454795134841
10145,0.115234375,0.115234375,10145,0.14196911272535795,0.14196911272535795
10146,0.1328125,0.1328125,10146,0.028987321748798367,0.028987321748798367
10147,0.13671875,0.13671875,10147,0.04196389851410154,0.04196389851410154
10148,0.142578125,0.142578125,10148,0.18687617782067356,0.18687617782067356
10149,0.171875,0.171875,10149,0.09737362419686879,0.09737362419686879
10150,0.189453125,0.189453125,10150,-0.05292211458902196,0.05292211458902196
10151,0.1796875,0.1796875,10151,0.1510394772462409,0.1510394772462409
10152,0.208984375,0.208984375,10152,-0.0577080333618456,0.0577080333618456
10153,0.197265625,0.197265625,10153,0.0388396402007698,0.0388396402007698
10154,0.205078125,0.205078125,10154,-0.05884020449772254,0.05884020449772254
10155,0.193359375,0.193359375,10155,-0.05182479277470775,0.05182479277470775
10156,0.18359375,0.18359375,10156,-0.17384589560500263,0.17384589560500263
10157,0.154296875,0.154296875,10157,0.09645967023606006,0.09645967023606006
10158,0.169921875,0.169921875,10158,0.14921158244060306,0.14921158244060306
10159,0.197265625,0.197265625,10159,-0.07182535707166049,0.07182535707166049
10160,0.18359375,0.18359375,10160,0.08167760381583533,0.08167760381583533
10161,0.19921875,0.19921875,10161,0.06637474658630205,0.06637474658630205
10162,0.212890625,0.212890625,10162,-0.07622699333047689,0.07622699333047689
10163,0.197265625,0.197265625,10163,0.009852246744174842,0.009852246744174842
10164,0.19921875,0.19921875,10164,0.03846609140956514,0.03846609140956514
10165,0.20703125,0.20703125,10165,0.037041096037957244,0.037041096037957244
10166,0.21484375,0.21484375,10166,0.0,0.0
10167,0.21484375,0.21484375,10167,-0.17869087807609252,0.17869087807609252
10168,0.1796875,0.1796875,10168,-0.03315201972636461,0.03315201972636461
10169,0.173828125,0.173828125,10169,-0.2545281976649969,0.2545281976649969
10170,0.134765625,0.134765625,10170,0.08338101532009112,0.08338101532009112
10171,0.146484375,0.146484375,10171,-0.04082171007779278,0.04082171007779278
10172,0.140625,0.140625,10172,0.027398781997270305,0.027398781997270305
10173,0.14453125,0.14453125,10173,0.11477476435311762,0.11477476435311762
10174,0.162109375,0.162109375,10174,-0.18473285159268626,0.18473285159268626
10175,0.134765625,0.134765625,10175,0.16034155078053147,0.16034155078053147
10176,0.158203125,0.158203125,10176,0.12733866661083004,0.12733866661083004
10177,0.1796875,0.1796875,10177,0.1321710840851651,0.1321710840851651
10178,0.205078125,0.205078125,10178,-0.009569404129933456,0.009569404129933456
10179,0.203125,0.203125,10179,-0.0194179893266615,0.0194179893266615
10180,0.19921875,0.19921875,10180,-0.09237283436507049,0.09237283436507049
10181,0.181640625,0.181640625,10181,-0.02173986563979713,0.02173986563979713
10182,0.177734375,0.177734375,10182,0.13353068933152912,0.13353068933152912
10183,0.203125,0.203125,10183,-0.15575369968159625,0.15575369968159625
10184,0.173828125,0.173828125,10184,0.04396287598986426,0.04396287598986426
10185,0.181640625,0.181640625,10185,0.15874758095137254,0.15874758095137254
10186,0.212890625,0.212890625,10186,-0.027908655176736907,0.027908655176736907
10187,0.20703125,0.20703125,10187,0.1323508527036663,0.1323508527036663
10188,0.236328125,0.236328125,10188,0.04049119344253804,0.04049119344253804
10189,0.24609375,0.24609375,10189,-0.11778252772206854,0.11778252772206854
10190,0.21875,0.21875,10190,0.05218552072608529,0.05218552072608529
10191,0.23046875,0.23046875,10191,0.11211683792742488,0.11211683792742488
10192,0.2578125,0.2578125,10192,-0.07061728340134721,0.07061728340134721
10193,0.240234375,0.240234375,10193,-0.3123731587624077,0.3123731587624077
10194,0.17578125,0.17578125,10194,-0.03390135550823414,0.03390135550823414
10195,0.169921875,0.169921875,10195,-0.07145852805462227,0.07145852805462227
10196,0.158203125,0.158203125,10196,0.32404796707310113,0.32404796707310113
10197,0.21875,0.21875,10197,-0.027150863247398904,0.027150863247398904
10198,0.212890625,0.212890625,10198,0.09614342997379244,0.09614342997379244
10199,0.234375,0.234375,10199,-0.11466238994242373,0.11466238994242373
10200,0.208984375,0.208984375,10200,0.009302348356536427,0.009302348356536427
10201,0.2109375,0.2109375,10201,0.11365880913902426,0.11365880913902426
10202,0.236328125,0.236328125,10202,0.016393740972632465,0.016393740972632465
10203,0.240234375,0.240234375,10203,0.03984574594623713,0.03984574594623713
10204,0.25,0.25,10204,-0.03984574594623713,0.03984574594623713
10205,0.240234375,0.240234375,10205,-0.30132338509073153,0.30132338509073153
10206,0.177734375,0.177734375,10206,0.09431017310033574,0.09431017310033574
10207,0.1953125,0.1953125,10207,-0.0100502841365957,0.0100502841365957
10208,0.193359375,0.193359375,10208,-0.23840963106777613,0.23840963106777613
10209,0.15234375,0.15234375,10209,0.1541497421040361,0.1541497421040361
10210,0.177734375,0.177734375,10210,0.1986696810396602,0.1986696810396602
10211,0.216796875,0.216796875,10211,-0.06513899170813109,0.06513899170813109
10212,0.203125,0.203125,10212,0.037740145647545686,0.037740145647545686
10213,0.2109375,0.2109375,10213,0.08004234300283408,0.08004234300283408
10214,0.228515625,0.228515625,10214,-0.008583705966829891,0.008583705966829891
10215,0.2265625,0.2265625,10215,-0.06224202542390933,0.06224202542390933
10216,0.212890625,0.212890625,10216,0.036039770209709054,0.036039770209709054
10217,0.220703125,0.220703125,10217,0.03478596118103017,0.03478596118103017
10218,0.228515625,0.228515625,10218,-0.13720047797704127,0.13720047797704127
10219,0.19921875,0.19921875,10219,-0.05026157603954817,0.05026157603954817
10220,0.189453125,0.189453125,10220,0.08872766744911331,0.08872766744911331
10221,0.20703125,0.20703125,10221,0.018692043564642047,0.018692043564642047
10222,0.2109375,0.2109375,10222,0.06280061267352899,0.06280061267352899
10223,0.224609375,0.224609375,10223,-0.026433137814035224,0.026433137814035224
10224,0.21875,0.21875,10224,-0.08376948362214964,0.08376948362214964
10225,0.201171875,0.201171875,10225,0.05661862037475074,0.05661862037475074
10226,0.212890625,0.212890625,10226,-0.08617727349083393,0.08617727349083393
10227,0.1953125,0.1953125,10227,-0.11653318345040287,0.11653318345040287
10228,0.173828125,0.173828125,10228,-0.06979534607231064,0.06979534607231064
10229,0.162109375,0.162109375,10229,0.02381050354931613,0.02381050354931613
10230,0.166015625,0.166015625,10230,-0.07320294654290871,0.07320294654290871
10231,0.154296875,0.154296875,10231,0.14141079941597035,0.14141079941597035
10232,0.177734375,0.177734375,10232,0.04301714818505342,0.04301714818505342
10233,0.185546875,0.185546875,10233,0.0808516780313655,0.0808516780313655
